ID,SEQ_ID,ROAD_NAME,NUMBER,METER,REMARK,geom,persistentid,DISTANCE_FROM_ORIGIN,length
26632,159,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3063144980629 28.464435998076496, 77.306348649008754 28.463988620685861)",659049691,22027,49
26633,160,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.306348649008754 28.463988620685861, 77.306471592413814 28.462832611168835)",659049691,22156,129
26634,161,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.306471592413814 28.462832611168835, 77.306485252792157 28.462441582838853)",659049691,22199,43
26635,162,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.306485252792157 28.462441582838853, 77.306533064116351 28.461925903556516)",659049691,22256,57
26636,163,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.306533064116351 28.461925903556516, 77.306662837710576 28.460539375155005)",659049691,22411,155
26637,164,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.306662837710576 28.460539375155005, 77.3067721207373 28.459340676955666)",659049691,22544,133
26638,165,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3067721207373 28.459340676955666, 77.306840422629 28.458490318404)",659049691,22638,94
26639,166,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.306840422629 28.458490318404, 77.307031667925756 28.456306365416889)",659049691,22882,244
26640,167,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.307031667925756 28.456306365416889, 77.307284384925055 28.453451346343822)",659049691,23201,319
26641,168,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.307284384925055 28.453451346343822, 77.307311705681727 28.453145695378467)",659049691,23235,34
26642,169,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.307311705681727 28.453145695378467, 77.307441479275965 28.451639638666478)",659049691,23403,168
26643,170,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.307441479275965 28.451639638666478, 77.307482460410981 28.451180308444794)",659049691,23454,51
26644,171,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.307482460410981 28.451180308444794, 77.307530271735175 28.45059803481805)",659049691,23519,65
26645,172,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.307530271735175 28.45059803481805, 77.3077761585453 28.447811317636685)",659049691,23830,311
26646,173,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3077761585453 28.447811317636685, 77.3079810642204 28.445581260872675)",659049691,24079,249
26647,174,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3079810642204 28.445581260872675, 77.308199630273833 28.443269241838628)",659049691,24337,258
26648,175,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.308199630273833 28.443269241838628, 77.3082747623547 28.442430836118007)",659049691,24430,93
26649,176,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3082747623547 28.442430836118007, 77.30847283784064 28.440263958603822)",659049691,24672,242
26650,177,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.30847283784064 28.440263958603822, 77.308588951056521 28.438971345303397)",659049691,24816,144
26651,178,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.308588951056521 28.438971345303397, 77.30871872465076 28.437557496145203)",659049691,24974,158
26652,179,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.30871872465076 28.437557496145203, 77.308793856731626 28.436705430046246)",659049691,25069,95
26653,180,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.308793856731626 28.436705430046246, 77.308868988812492 28.435863609231042)",659049691,25163,94
26654,181,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.308868988812492 28.435863609231042, 77.308930460515029 28.434647835558778)",659049691,25298,135
26655,182,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.308930460515029 28.434647835558778, 77.3090055925959 28.433826505311085)",659049691,25389,91
26656,183,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3090055925959 28.433826505311085, 77.309128536000955 28.432421193889354)",659049691,25546,157
26657,184,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.309128536000955 28.432421193889354, 77.309353932243567 28.42968399557947)",659049691,25851,305
26658,185,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.309353932243567 28.42968399557947, 77.30941540394609 28.428288929441496)",659049691,26006,155
26659,186,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.30941540394609 28.428288929441496, 77.309435894513612 28.427793740726671)",659049691,26061,55
26660,187,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.309435894513612 28.427793740726671, 77.30945638508112 28.427564929389476)",659049691,26086,25
26661,188,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.30945638508112 28.427564929389476, 77.309483705837792 28.427230250120143)",659049691,26123,37
26662,189,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.309483705837792 28.427230250120143, 77.30957932848618 28.426181816082547)",659049691,26240,117
26663,190,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.30957932848618 28.426181816082547, 77.309804724728792 28.423560730988555)",659049691,26532,292
26664,191,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.309804724728792 28.423560730988555, 77.309866196431315 28.422894787544479)",659049691,26606,74
26665,192,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.309866196431315 28.422894787544479, 77.309920837944674 28.4223893535459)",659049691,26662,56
26666,193,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.309920837944674 28.4223893535459, 77.3101667247548 28.419766560904613)",659049691,26955,293
26667,194,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3101667247548 28.419766560904613, 77.310200875700644 28.419385777858384)",659049691,26997,42
26668,195,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310200875700644 28.419385777858384, 77.310282837970689 28.418255381550747)",659049691,27123,126
26669,196,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310282837970689 28.418255381550747, 77.3103238191057 28.417519428667678)",659049691,27205,82
26670,197,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3103238191057 28.417519428667678, 77.310412611564914 28.416365126697947)",659049691,27333,128
26671,198,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310412611564914 28.416365126697947, 77.310433102132421 28.415987758746304)",659049691,27375,42
26672,199,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310433102132421 28.415987758746304, 77.310453592699943 28.415572824754225)",659049691,27421,46
26673,200,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310453592699943 28.415572824754225, 77.310460422889108 28.415414022856023)",659049691,27438,17
26674,201,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310460422889108 28.415414022856023, 77.310494573834958 28.414884683195346)",659049691,27497,59
26675,202,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310494573834958 28.414884683195346, 77.31068581913172 28.412779277383692)",659049691,27732,235
26676,203,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.31068581913172 28.412779277383692, 77.310740460645079 28.412179928284022)",659049691,27798,66
26677,204,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.310740460645079 28.412179928284022, 77.310788271969273 28.411628390508543, 77.31080876253678 28.411362013130912)",659049691,27889,91
26678,205,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.31080876253678 28.411362013130912, 77.3108702342393 28.4107268055381)",659049691,27960,71
26679,206,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3108702342393 28.4107268055381, 77.311013668211885 28.409157569576291, 77.311047819157736 28.4087682487936)",659049691,28178,218
26680,207,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.311047819157736 28.4087682487936, 77.3114644606971 28.404091276759434)",659049691,28700,522
26681,208,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3114644606971 28.404091276759434, 77.311655705993857 28.401941474718171)",659049691,28940,240
26682,209,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.311655705993857 28.401941474718171, 77.311683026750543 28.40164606903657)",659049691,28973,33
26683,210,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.311683026750543 28.40164606903657, 77.311703517318051 28.401389936942692)",659049691,29001,28
26684,211,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.311703517318051 28.401389936942692, 77.311799139966425 28.400413219891384)",659049691,29110,109
26685,212,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.311799139966425 28.400413219891384, 77.311956234317336 28.398654446180103)",659049691,29306,196
26686,213,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.311956234317336 28.398654446180103, 77.312120158857425 28.39687688944861)",659049691,29504,198
26687,214,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.312120158857425 28.39687688944861, 77.3122362720733 28.39565770068176)",659049691,29640,136
26688,215,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3122362720733 28.39565770068176, 77.31224993245165 28.395474993121464)",659049691,29660,20
26689,216,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.31224993245165 28.395474993121464, 77.312270423019157 28.395222276122173)",659049691,29688,28
26690,217,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.312270423019157 28.395222276122173, 77.3123523852892 28.394288247753174)",659049691,29792,104
26691,218,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3123523852892 28.394288247753174, 77.312448007937576 28.393207370317018)",659049691,29912,120
26692,219,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.312448007937576 28.393207370317018, 77.312461668315919 28.393026370304014)",659049691,29932,20
26693,220,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.312461668315919 28.393026370304014, 77.312482158883427 28.39276511556826)",659049691,29961,29
26694,221,,EXP62DOWN,7,,"LINESTRING (77.312482158883427 28.39276511556826, 77.311976724884858 28.392734379716995)",659049691,30017,56
26695,222,,EXP62DOWN,7,,"LINESTRING (77.311976724884858 28.392734379716995, 77.311232234265319 28.392719011791364, 77.3085957812457 28.392616558953812)",659049691,30393,376
26696,223,,EXP62DOWN,7,,"LINESTRING (77.3085957812457 28.392616558953812, 77.308144988760475 28.392590945744423, 77.307858120815339 28.3925738702715, 77.306287177306231 28.392474832528535)",659049691,30650,257
26697,224,,EXP62DOWN,7,,"LINESTRING (77.306287177306231 28.392474832528535, 77.30613008295532 28.392466294792072)",659049691,30667,17
26698,225,,EXP62DOWN,7,,"LINESTRING (77.30613008295532 28.392466294792072, 77.30613008295532 28.392440681582684, 77.30613008295532 28.392411653278714, 77.306123252766156 28.392387747616617, 77.306109592387813 28.392360426859938, 77.30609593200947 28.392336521197841, 77.306075441441962 28.392312615535747, 77.306061781063619 28.392292124968236, 77.306041290496111 28.392275049495311, 77.30600713955026 28.392257974022385, 77.305986648982753 28.39224602119134, 77.3059524980369 28.392237483454878, 77.305897856523544 28.39222723817112)",659049691,30708,41
26699,226,,EXP62DOWN,7,,"LINESTRING (77.305897856523544 28.39222723817112, 77.305877365956036 28.39222723817112, 77.305836384821 28.392228945718415, 77.3058158942535 28.392234068360292, 77.305788573496812 28.392242606096755, 77.305754422550976 28.392256266475094, 77.30572710179429 28.392269926853434, 77.3056997810376 28.39228870987365, 77.3056792904701 28.39230749289387, 77.305665630091752 28.392329691008673, 77.305651969713423 28.392363841954523)",659049691,30741,33
26700,227,,EXP62DOWN,14,,"LINESTRING (77.305651969713423 28.392363841954523, 77.305433403659976 28.392353596670766)",659049691,30765,24
26701,228,,EXP62DOWN,14,,"LINESTRING (77.305433403659976 28.392353596670766, 77.3039717431776 28.392293832515531)",659049691,30927,162
26702,229,,EXP62DOWN,14,,"LINESTRING (77.3039717431776 28.392293832515531, 77.302735478937819 28.392234068360292)",659049691,31064,137
26703,230,,EXP62DOWN,14,,"LINESTRING (77.302735478937819 28.392234068360292, 77.302045629831653 28.392196502319855)",659049691,31140,76
26704,231,,EXP62DOWN,6,,"LINESTRING (77.302045629831653 28.392196502319855, 77.302038799642489 28.392162351374008, 77.302025139264146 28.39213673816462, 77.3020114788858 28.392112832502523, 77.3019909883183 28.392090634387721, 77.301970497750787 28.392070143820213, 77.301950007183265 28.392051360799993, 77.301915856237429 28.392035992874362, 77.301888535480742 28.392022332496023, 77.301854384534892 28.392015502306851, 77.3018270637782 28.392010379664974, 77.30178608264319 28.392005257023097)",659049691,31178,38
26705,232,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.30178608264319 28.392005257023097, 77.301758761886518 28.391445181511155)",659049691,31240,62
26706,233,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.301758761886518 28.391445181511155, 77.301751931697339 28.391281256971077)",659049691,31258,18
26707,234,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.301751931697339 28.391281256971077, 77.301635818481458 28.390477002196306)",659049691,31348,90
26708,235,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.301635818481458 28.390477002196306, 77.301506044887219 28.389879360643931)",659049691,31416,68
26709,236,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.301506044887219 28.389879360643931, 77.3013967618605 28.389474671935606)",659049691,31462,46
26710,237,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.3013967618605 28.389474671935606, 77.301321629779636 28.389240737956534)",659049691,31489,27
26711,238,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.301321629779636 28.389240737956534, 77.301266988266264 28.389087058700209)",659049691,31507,18
26712,239,KL Mehta Marg,EXP62DOWN,11,,"LINESTRING (77.301266988266264 28.389087058700209, 77.301075742969516 28.388680662444592)",659049691,31556,49
26713,240,KL Mehta Marg,EXP62DOWN,9,,"LINESTRING (77.301075742969516 28.388680662444592, 77.300857176916068 28.388197426560815)",659049691,31615,59
26714,241,KL Mehta Marg,EXP62DOWN,9,,"LINESTRING (77.300857176916068 28.388197426560815, 77.300324422160813 28.387285596306619, 77.300017063648156 28.386901398165804)",659049691,31787,172
26715,242,KL Mehta Marg,EXP62DOWN,9,,"LINESTRING (77.300017063648156 28.386901398165804, 77.299197440947751 28.385965662249511)",659049691,31925,138
26716,243,KL Mehta Marg,EXP62DOWN,9,,"LINESTRING (77.299197440947751 28.385965662249511, 77.299176950380243 28.38595029432388)",659049691,31927,2
26717,0,KL Mehta Marg,EXP62UP,9,,"LINESTRING (77.29911547867772 28.385881992432179, 77.299135969245228 28.385899067905104)",-1831208236,2,2
26718,1,KL Mehta Marg,EXP62UP,9,,"LINESTRING (77.299135969245228 28.385899067905104, 77.300017063648156 28.386901398165804)",-1831208236,150,148
26719,2,KL Mehta Marg,EXP62UP,9,,"LINESTRING (77.300017063648156 28.386901398165804, 77.300324422160813 28.387285596306619, 77.300857176916068 28.388197426560815)",-1831208236,322,172
26720,3,KL Mehta Marg,EXP62UP,9,,"LINESTRING (77.300857176916068 28.388197426560815, 77.301075742969516 28.388680662444592)",-1831208236,381,59
26721,4,,EXP62UP,8,,"LINESTRING (77.301075742969516 28.388680662444592, 77.3014650637522 28.388523568093682)",-1831208236,427,46
26722,5,,EXP62UP,8,,"LINESTRING (77.3014650637522 28.388523568093682, 77.302530573262729 28.388088143534095)",-1831208236,555,128
26723,6,,EXP62UP,8,,"LINESTRING (77.302530573262729 28.388088143534095, 77.3038556299617 28.387217294414917)",-1831208236,731,176
26724,7,,EXP62UP,8,,"LINESTRING (77.3038556299617 28.387217294414917, 77.304559139446212 28.38670161513258)",-1831208236,828,97
26725,8,,EXP62UP,8,,"LINESTRING (77.304559139446212 28.38670161513258, 77.305310460254915 28.386146662262519)",-1831208236,931,103
26726,9,,EXP62UP,4.5,,"LINESTRING (77.305310460254915 28.386146662262519, 77.305535856497528 28.386163737735444)",-1831208236,956,25
26727,10,,EXP62UP,4.5,,"LINESTRING (77.305535856497528 28.386163737735444, 77.306191554657843 28.386192766039414)",-1831208236,1029,73
26728,11,,EXP62UP,4.5,,"LINESTRING (77.306191554657843 28.386192766039414, 77.306915554709875 28.386214964154217)",-1831208236,1109,80
26729,12,Shaheed Bhagat Singh Marg,EXP62UP,10,,"LINESTRING (77.306915554709875 28.386214964154217, 77.3067721207373 28.387582709535511, 77.3063144980629 28.38931928513199)",-1831208236,1462,353
26730,13,Shaheed Bhagat Singh Marg,EXP62UP,10,,"LINESTRING (77.3063144980629 28.38931928513199, 77.306082271631126 28.390338690865612, 77.305959328226066 28.391510068308271)",-1831208236,1709,247
26731,14,Shaheed Bhagat Singh Marg,EXP62UP,10,,"LINESTRING (77.305959328226066 28.391510068308271, 77.3059524980369 28.391663747564596)",-1831208236,1726,17
26732,15,Shaheed Bhagat Singh Marg,EXP62UP,10,,"LINESTRING (77.3059524980369 28.391663747564596, 77.305918347091051 28.392076974009381)",-1831208236,1772,46
26733,16,Shaheed Bhagat Singh Marg,EXP62UP,10,,"LINESTRING (77.305918347091051 28.392076974009381, 77.305897856523544 28.39222723817112)",-1831208236,1788,16
26734,17,,EXP62UP,7,,"LINESTRING (77.305897856523544 28.39222723817112, 77.305877365956036 28.39222723817112, 77.305836384821 28.392228945718415, 77.3058158942535 28.392234068360292, 77.305788573496812 28.392242606096755, 77.305754422550976 28.392256266475094, 77.30572710179429 28.392269926853434, 77.3056997810376 28.39228870987365, 77.3056792904701 28.39230749289387, 77.305665630091752 28.392329691008673, 77.305651969713423 28.392363841954523)",-1831208236,1821,33
26735,18,,EXP62UP,7,,"LINESTRING (77.305651969713423 28.392363841954523, 77.3056314791459 28.392392870258494, 77.305624648956737 28.392420191015173, 77.305624648956737 28.392449219319147, 77.305624648956737 28.392474832528535, 77.3056314791459 28.392502153285214, 77.30563830933508 28.392527766494602, 77.305658799902588 28.39255337970399, 77.305672460280931 28.392575577818793, 77.305692950848439 28.392597775933595, 77.305720271605125 28.392616558953812, 77.305740762172633 28.392633634426737, 77.3057680829293 28.392647294805077, 77.305802233875156 28.392655832541539, 77.305836384821 28.392666077825297)",-1831208236,1868,47
26736,19,,EXP62UP,7,,"LINESTRING (77.305836384821 28.392666077825297, 77.305877365956036 28.392667785372588, 77.305911516901872 28.392667785372588, 77.305938837658559 28.392662662730711, 77.305966158415245 28.392654124994248, 77.305993479171917 28.3926421721632, 77.3060207999286 28.392630219332151, 77.306048120685276 28.392613143859226, 77.306068611252783 28.392590945744423, 77.3060891018203 28.392570455176916, 77.306109592387813 28.392548257062113, 77.306116422576977 28.392522643852725, 77.306123252766156 28.392493615548752, 77.30613008295532 28.392466294792072)",-1831208236,1912,44
26737,20,,EXP62UP,7,,"LINESTRING (77.30613008295532 28.392466294792072, 77.306287177306231 28.392474832528535)",-1831208236,1929,17
26738,21,,EXP62UP,7,,"LINESTRING (77.306287177306231 28.392474832528535, 77.307858120815339 28.3925738702715, 77.308144988760475 28.392590945744423, 77.3085957812457 28.392616558953812)",-1831208236,2186,257
26739,22,,EXP62UP,7,,"LINESTRING (77.3085957812457 28.392616558953812, 77.311232234265319 28.392719011791364, 77.311976724884858 28.392734379716995)",-1831208236,2562,376
26740,23,,EXP62UP,5,,"LINESTRING (77.311976724884858 28.392734379716995, 77.312202121127456 28.392833417459961, 77.312243102262485 28.3928470778383, 77.312270423019157 28.392865860858517, 77.312304573965008 28.392889766520614, 77.312325064532516 28.392927332561047, 77.312448007937576 28.393207370317018)",-1831208236,2641,79
26741,24,Mathura Road,EXP62UP,11,,"LINESTRING (77.312448007937576 28.393207370317018, 77.3123523852892 28.394288247753174)",-1831208236,2761,120
26742,25,Mathura Road,EXP62UP,11,,"LINESTRING (77.3123523852892 28.394288247753174, 77.312338724910859 28.394453879840547)",-1831208236,2779,18
26743,26,Mathura Road,EXP62UP,11,,"LINESTRING (77.312338724910859 28.394453879840547, 77.312338724910859 28.394479493049932)",-1831208236,2781,2
26744,27,Mathura Road,EXP62UP,11,,"LINESTRING (77.312338724910859 28.394479493049932, 77.312270423019157 28.395222276122173)",-1831208236,2864,83
26745,28,Mathura Road,EXP62UP,11,,"LINESTRING (77.312270423019157 28.395222276122173, 77.31224993245165 28.395474993121464)",-1831208236,2892,28
26746,29,Mathura Road,EXP62UP,11,,"LINESTRING (77.31224993245165 28.395474993121464, 77.3122362720733 28.39565770068176)",-1831208236,2912,20
26747,30,Mathura Road,EXP62UP,11,,"LINESTRING (77.3122362720733 28.39565770068176, 77.312120158857425 28.39687688944861)",-1831208236,3048,136
26748,31,Mathura Road,EXP62UP,11,,"LINESTRING (77.312120158857425 28.39687688944861, 77.311956234317336 28.398654446180103)",-1831208236,3246,198
26749,32,Mathura Road,EXP62UP,11,,"LINESTRING (77.311956234317336 28.398654446180103, 77.311799139966425 28.400413219891384)",-1831208236,3442,196
26750,33,Mathura Road,EXP62UP,11,,"LINESTRING (77.311799139966425 28.400413219891384, 77.311703517318051 28.401389936942692)",-1831208236,3551,109
26751,34,Mathura Road,EXP62UP,11,,"LINESTRING (77.311703517318051 28.401389936942692, 77.311683026750543 28.40164606903657)",-1831208236,3579,28
26752,35,Mathura Road,EXP62UP,11,,"LINESTRING (77.311683026750543 28.40164606903657, 77.311655705993857 28.401941474718171)",-1831208236,3612,33
26753,36,Mathura Road,EXP62UP,11,,"LINESTRING (77.311655705993857 28.401941474718171, 77.3114644606971 28.404091276759434)",-1831208236,3852,240
26754,37,Mathura Road,EXP62UP,11,,"LINESTRING (77.3114644606971 28.404091276759434, 77.311047819157736 28.4087682487936)",-1831208236,4374,522
26755,38,Mathura Road,EXP62UP,11,,"LINESTRING (77.311047819157736 28.4087682487936, 77.311013668211885 28.409157569576291, 77.3108702342393 28.4107268055381)",-1831208236,4592,218
26756,39,Mathura Road,EXP62UP,11,,"LINESTRING (77.3108702342393 28.4107268055381, 77.31080876253678 28.411362013130912)",-1831208236,4663,71
26757,40,Mathura Road,EXP62UP,11,,"LINESTRING (77.31080876253678 28.411362013130912, 77.310788271969273 28.411628390508543, 77.310740460645079 28.412179928284022)",-1831208236,4754,91
26758,41,Mathura Road,EXP62UP,11,,"LINESTRING (77.310740460645079 28.412179928284022, 77.31068581913172 28.412779277383692)",-1831208236,4820,66
26759,42,Mathura Road,EXP62UP,11,,"LINESTRING (77.31068581913172 28.412779277383692, 77.310494573834958 28.414884683195346)",-1831208236,5055,235
26760,43,Mathura Road,EXP62UP,11,,"LINESTRING (77.310494573834958 28.414884683195346, 77.310467253078272 28.415292786998254)",-1831208236,5100,45
26761,44,Mathura Road,EXP62UP,11,,"LINESTRING (77.310467253078272 28.415292786998254, 77.310453592699943 28.415572824754225)",-1831208236,5131,31
26762,45,Mathura Road,EXP62UP,11,,"LINESTRING (77.310453592699943 28.415572824754225, 77.310433102132421 28.415987758746304)",-1831208236,5177,46
26763,46,Mathura Road,EXP62UP,11,,"LINESTRING (77.310433102132421 28.415987758746304, 77.310412611564914 28.416365126697947)",-1831208236,5219,42
26764,47,Mathura Road,EXP62UP,11,,"LINESTRING (77.310412611564914 28.416365126697947, 77.3103238191057 28.417519428667678)",-1831208236,5347,128
26765,48,Mathura Road,EXP62UP,11,,"LINESTRING (77.3103238191057 28.417519428667678, 77.310282837970689 28.418255381550747)",-1831208236,5429,82
26766,49,Mathura Road,EXP62UP,11,,"LINESTRING (77.310282837970689 28.418255381550747, 77.310200875700644 28.419385777858384)",-1831208236,5555,126
26767,50,Mathura Road,EXP62UP,11,,"LINESTRING (77.310200875700644 28.419385777858384, 77.3101667247548 28.419766560904613)",-1831208236,5597,42
26768,51,Mathura Road,EXP62UP,11,,"LINESTRING (77.3101667247548 28.419766560904613, 77.309920837944674 28.4223893535459)",-1831208236,5890,293
26769,52,Mathura Road,EXP62UP,11,,"LINESTRING (77.309920837944674 28.4223893535459, 77.309866196431315 28.422894787544479)",-1831208236,5946,56
26770,53,Mathura Road,EXP62UP,11,,"LINESTRING (77.309866196431315 28.422894787544479, 77.309804724728792 28.423560730988555)",-1831208236,6020,74
26771,54,Mathura Road,EXP62UP,11,,"LINESTRING (77.309804724728792 28.423560730988555, 77.30957932848618 28.426181816082547)",-1831208236,6312,292
26772,55,Mathura Road,EXP62UP,11,,"LINESTRING (77.30957932848618 28.426181816082547, 77.309483705837792 28.427230250120143)",-1831208236,6429,117
26773,56,Mathura Road,EXP62UP,11,,"LINESTRING (77.309483705837792 28.427230250120143, 77.30945638508112 28.427564929389476)",-1831208236,6466,37
26774,57,Mathura Road,EXP62UP,11,,"LINESTRING (77.30945638508112 28.427564929389476, 77.309435894513612 28.427793740726671)",-1831208236,6491,25
26775,58,Mathura Road,EXP62UP,11,,"LINESTRING (77.309435894513612 28.427793740726671, 77.30938125300024 28.429028297419151)",-1831208236,6628,137
26776,59,Mathura Road,EXP62UP,11,,"LINESTRING (77.30938125300024 28.429028297419151, 77.309353932243567 28.42968399557947)",-1831208236,6701,73
26777,60,Mathura Road,EXP62UP,11,,"LINESTRING (77.309353932243567 28.42968399557947, 77.309128536000955 28.432421193889354)",-1831208236,7006,305
26778,61,Mathura Road,EXP62UP,11,,"LINESTRING (77.309128536000955 28.432421193889354, 77.3090055925959 28.433826505311085)",-1831208236,7163,157
26779,62,Mathura Road,EXP62UP,11,,"LINESTRING (77.3090055925959 28.433826505311085, 77.308930460515029 28.434647835558778)",-1831208236,7254,91
26780,63,Mathura Road,EXP62UP,11,,"LINESTRING (77.308930460515029 28.434647835558778, 77.308868988812492 28.435863609231042)",-1831208236,7389,135
26781,64,Mathura Road,EXP62UP,11,,"LINESTRING (77.308868988812492 28.435863609231042, 77.308793856731626 28.436705430046246)",-1831208236,7483,94
26782,65,Mathura Road,EXP62UP,11,,"LINESTRING (77.308793856731626 28.436705430046246, 77.30871872465076 28.437557496145203)",-1831208236,7578,95
26783,66,Mathura Road,EXP62UP,11,,"LINESTRING (77.30871872465076 28.437557496145203, 77.308588951056521 28.438971345303397)",-1831208236,7736,158
26784,67,Mathura Road,EXP62UP,11,,"LINESTRING (77.308588951056521 28.438971345303397, 77.30847283784064 28.440263958603822)",-1831208236,7880,144
26785,68,Mathura Road,EXP62UP,11,,"LINESTRING (77.30847283784064 28.440263958603822, 77.3082747623547 28.442430836118007)",-1831208236,8122,242
26786,69,Mathura Road,EXP62UP,11,,"LINESTRING (77.3082747623547 28.442430836118007, 77.308199630273833 28.443269241838628)",-1831208236,8215,93
26787,70,Mathura Road,EXP62UP,11,,"LINESTRING (77.308199630273833 28.443269241838628, 77.3079810642204 28.445581260872675)",-1831208236,8473,258
26788,71,Mathura Road,EXP62UP,11,,"LINESTRING (77.3079810642204 28.445581260872675, 77.3077761585453 28.447811317636685)",-1831208236,8722,249
26789,72,Mathura Road,EXP62UP,11,,"LINESTRING (77.3077761585453 28.447811317636685, 77.307530271735175 28.45059803481805)",-1831208236,9033,311
26790,73,Mathura Road,EXP62UP,11,,"LINESTRING (77.307530271735175 28.45059803481805, 77.307482460410981 28.451180308444794)",-1831208236,9098,65
26791,74,Mathura Road,EXP62UP,11,,"LINESTRING (77.307482460410981 28.451180308444794, 77.307441479275965 28.451639638666478)",-1831208236,9149,51
26792,75,Mathura Road,EXP62UP,11,,"LINESTRING (77.307441479275965 28.451639638666478, 77.307311705681727 28.453145695378467)",-1831208236,9317,168
26793,76,Mathura Road,EXP62UP,11,,"LINESTRING (77.307311705681727 28.453145695378467, 77.307284384925055 28.453451346343822)",-1831208236,9351,34
26794,77,Mathura Road,EXP62UP,11,,"LINESTRING (77.307284384925055 28.453451346343822, 77.307031667925756 28.456306365416889)",-1831208236,9670,319
26795,78,Mathura Road,EXP62UP,11,,"LINESTRING (77.307031667925756 28.456306365416889, 77.306840422629 28.458490318404)",-1831208236,9914,244
26796,79,Mathura Road,EXP62UP,11,,"LINESTRING (77.306840422629 28.458490318404, 77.3067721207373 28.459340676955666)",-1831208236,10008,94
26797,80,Mathura Road,EXP62UP,11,,"LINESTRING (77.3067721207373 28.459340676955666, 77.306662837710576 28.460539375155005)",-1831208236,10141,133
26798,81,Mathura Road,EXP62UP,11,,"LINESTRING (77.306662837710576 28.460539375155005, 77.306533064116351 28.461925903556516)",-1831208236,10296,155
26799,82,Mathura Road,EXP62UP,11,,"LINESTRING (77.306533064116351 28.461925903556516, 77.306485252792157 28.462441582838853)",-1831208236,10353,57
