ID,SEQ_ID,ROAD_NAME,NUMBER,METER,REMARK,geom,persistentid,DISTANCE_FROM_ORIGIN,length
26524,51,Mathura Road,EXP62DOWN,13,,"LINESTRING (77.250402569517192 28.583870393450631, 77.251181211082567 28.582997836784163)",659049691,7011,130
26525,52,Mathura Road,EXP62DOWN,13,,"LINESTRING (77.251181211082567 28.582997836784163, 77.251474909216881 28.582700723555266, 77.251570531865255 28.582613638643348)",659049691,7071,60
26526,53,Mathura Road,EXP62DOWN,6.5,,"LINESTRING (77.251570531865255 28.582613638643348, 77.251625173378613 28.582471912218072, 77.251679814891972 28.582147478232496)",659049691,7124,53
26527,54,Mathura Road,EXP62DOWN,6.5,,"LINESTRING (77.251679814891972 28.582147478232496, 77.251768607351181 28.581570327247629, 77.251843739432061 28.581298827228121, 77.251850569621226 28.581268091376856, 77.252007663972137 28.580912921540016, 77.252110116809689 28.580723383790549, 77.252369663998152 28.580369921501, 77.2526975130783 28.579900345995561)",659049691,7403,279
26528,55,Mathura Road,EXP62DOWN,6.5,,"LINESTRING (77.2526975130783 28.579900345995561, 77.252772645159183 28.579806430894475, 77.253776682967171 28.578448930796934, 77.254466532073337 28.577537100542738, 77.254630456613427 28.577315119394711, 77.2553203057196 28.576364015552787, 77.255347626476279 28.576329864606937, 77.255368117043787 28.576299128755672, 77.256235551068372 28.575178977731792, 77.25636532466261 28.575011638097127, 77.256713664310283 28.574531817307932)",659049691,8149,746
26529,56,Mathura Road,EXP62DOWN,6.5,,"LINESTRING (77.256713664310283 28.574531817307932, 77.256781966201984 28.574441317301428)",659049691,8161,12
26530,57,Mathura Road,EXP62DOWN,6.5,,"LINESTRING (77.256781966201984 28.574441317301428, 77.256836607715343 28.57435935503139)",659049691,8171,10
26531,58,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.256836607715343 28.57435935503139, 77.257697211550763 28.573290430426283)",659049691,8323,152
26532,59,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.257697211550763 28.573290430426283, 77.257833815334166 28.573112845507861)",659049691,8347,24
26533,60,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.257833815334166 28.573112845507861, 77.2581684946035 28.572675713400979)",659049691,8408,61
26534,61,Mathura Road,EXP62DOWN,9,,"LINESTRING (77.2581684946035 28.572675713400979, 77.25829826819772 28.572499836029852, 77.258428041791944 28.572351279415404)",659049691,8454,46
26535,62,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.258428041791944 28.572351279415404, 77.258872004088 28.57172631710635)",659049691,8539,85
26536,63,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.258872004088 28.57172631710635, 77.259234004114 28.5712362510334)",659049691,8606,67
26537,64,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.259234004114 28.5712362510334, 77.259507211680813 28.570850345345296)",659049691,8658,52
26538,65,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.259507211680813 28.570850345345296, 77.259623324896708 28.570703496278139, 77.26001947586856 28.570151958502663)",659049691,8754,96
26539,66,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.26001947586856 28.570151958502663, 77.2600809475711 28.570064873590745, 77.260326834381218 28.569719949037658)",659049691,8813,59
26540,67,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.260326834381218 28.569719949037658, 77.260688834407219 28.569248665984926)",659049691,8879,66
26541,68,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.260688834407219 28.569248665984926, 77.26128989105419 28.568440996115573)",659049691,8991,112
26542,69,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.26128989105419 28.568440996115573, 77.261542608053475 28.568104609298949, 77.262048042052058 28.567438665854873, 77.262075362808744 28.567397684719854)",659049691,9136,145
26543,70,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.262075362808744 28.567397684719854, 77.262307589240521 28.567090326207204, 77.262512494915612 28.5668171186404, 77.262970117590015 28.56620069406781)",659049691,9302,166
26544,71,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.262970117590015 28.56620069406781, 77.263386759129375 28.565635495913991)",659049691,9380,78
26545,72,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.263386759129375 28.565635495913991, 77.263946834641317 28.564882467557997)",659049691,9484,104
26546,73,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.263946834641317 28.564882467557997, 77.264445438450736 28.564214816566629)",659049691,9576,92
26547,74,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.264445438450736 28.564214816566629, 77.264629853558318 28.563945024094412)",659049691,9612,36
26548,75,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.264629853558318 28.563945024094412, 77.264773287530886 28.563777684459748)",659049691,9636,24
26549,76,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.264773287530886 28.563777684459748, 77.265394834745365 28.562911957982447)",659049691,9754,118
26550,77,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.265394834745365 28.562911957982447, 77.26577049514971 28.562411646625744)",659049691,9823,69
26551,78,Mathura Road,EXP62DOWN,16,,"LINESTRING (77.26577049514971 28.562411646625744, 77.26634423104 28.561641542796824)",659049691,9929,106
26552,79,Mathura Road,EXP62DOWN,16,,"LINESTRING (77.26634423104 28.561641542796824, 77.266699400876831 28.561163429554924)",659049691,9995,66
26553,80,Mathura Road,EXP62DOWN,16,,"LINESTRING (77.266699400876831 28.561163429554924, 77.266842834849413 28.560958523879826, 77.266972608443638 28.560799721981621)",659049691,10045,50
26554,81,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.266972608443638 28.560799721981621, 77.2671160424162 28.560603354042982, 77.267382419793833 28.560241354016974)",659049691,10122,77
26555,82,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.267382419793833 28.560241354016974, 77.267840042468222 28.55963175963355)",659049691,10206,84
26556,83,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.267840042468222 28.55963175963355, 77.268065438710835 28.559320986026314)",659049691,10248,42
26557,84,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.268065438710835 28.559320986026314, 77.268912382167926 28.558153023678241)",659049691,10408,160
26558,85,Mathura Road,EXP62DOWN,14.5,,"LINESTRING (77.268912382167926 28.558153023678241, 77.269513438814883 28.557318033052209)",659049691,10522,114
26559,86,Mathura Road,EXP62DOWN,14.5,,"LINESTRING (77.269513438814883 28.557318033052209, 77.269732004868317 28.557020919823312, 77.269752495435839 28.556995306613924, 77.269943740732586 28.55673405187817)",659049691,10602,80
26560,87,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.269943740732586 28.55673405187817, 77.270660910595439 28.555789778225417)",659049691,10733,131
26561,88,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.270660910595439 28.555789778225417, 77.270995589864768 28.555347523476659)",659049691,10794,61
26562,89,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.270995589864768 28.555347523476659, 77.271316608755768 28.554922344200826, 77.271965476726919 28.554066863007282)",659049691,10972,178
26563,90,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.271965476726919 28.554066863007282, 77.272143061645338 28.553832929028207)",659049691,11004,32
26564,91,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.272143061645338 28.553832929028207, 77.272552872995533 28.553423117678012, 77.273871099505342 28.551604579811492, 77.274438005206463 28.550843013719035)",659049691,11424,420
26565,92,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.274438005206463 28.550843013719035, 77.275127854312629 28.549907277802745, 77.275496684527809 28.549446240033767, 77.2760226090939 28.548858843765146, 77.276664646875886 28.548138258807711)",659049691,11814,390
26566,93,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.276664646875886 28.548138258807711, 77.277060797847739 28.547701126700829)",659049691,11879,65
26567,94,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.277060797847739 28.547701126700829, 77.2774364582521 28.547275947424996, 77.277723326197233 28.546901994567939, 77.277948722439845 28.546572437940483, 77.278242420574159 28.54602431525959, 77.278761514951086 28.54496563593824, 77.279062043274564 28.5444277585411, 77.279328420652192 28.544041852852995, 77.280339288649358 28.542737286721522)",659049691,12544,665
26568,95,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.280339288649358 28.542737286721522, 77.2819238925368 28.540722380916367, 77.282285892562811 28.540264758241978)",659049691,12894,350
26569,96,Mathura Road,EXP62DOWN,15.5,,"LINESTRING (77.282285892562811 28.540264758241978, 77.283030383182336 28.539240229866476)",659049691,13034,140
26570,97,Mathura Road,EXP62DOWN,15.5,,"LINESTRING (77.283030383182336 28.539240229866476, 77.283276269992456 28.538869692104004, 77.2833104209383 28.538832126063568)",659049691,13089,55
26571,98,Mathura Road,EXP62DOWN,15.5,,"LINESTRING (77.2833104209383 28.538832126063568, 77.283337741695 28.538572578875108)",659049691,13118,29
26572,99,Mathura Road,EXP62DOWN,11.5,,"LINESTRING (77.283337741695 28.538572578875108, 77.283959288909458 28.537626597675061, 77.284614987069773 28.536573040995588)",659049691,13382,264
26573,100,Mathura Road,EXP62DOWN,11.5,,"LINESTRING (77.284614987069773 28.536573040995588, 77.2847242700965 28.536383503246117, 77.284806232366535 28.536236654178964, 77.285195553149237 28.535577540924056, 77.285216043716744 28.535541682430914, 77.2853184965543 28.535357267323324, 77.285776119228686 28.534518861602706, 77.2858854022554 28.53431737102219, 77.28680747779336 28.532500540702966)",659049691,13897,515
26574,101,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.28680747779336 28.532500540702966, 77.28722411933272 28.531585295354184)",659049691,14008,111
26575,102,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.28722411933272 28.531585295354184, 77.287429025007825 28.531091814186652)",659049691,14067,59
26576,103,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.287429025007825 28.531091814186652, 77.287558798602049 28.530779333032122, 77.287879817493049 28.530017766939668, 77.288214496762379 28.529167408388, 77.288296459032409 28.529015436678968, 77.2885286854642 28.528648314011079)",659049691,14365,298
26577,104,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.2885286854642 28.528648314011079, 77.28865162886926 28.528494634754754, 77.28877457227432 28.528359738518645, 77.289416610056293 28.527736483756883)",659049691,14506,141
26578,105,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.289416610056293 28.527736483756883, 77.289594194974725 28.527553776196584)",659049691,14534,28
26579,106,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.289594194974725 28.527553776196584, 77.290803138457818 28.526558276125055, 77.291144647916312 28.526264577990744, 77.291520308320656 28.525904285512027, 77.29185498759 28.525484228878071, 77.29210087440012 28.525093200548088, 77.292326270642718 28.524685096745181)",659049691,14979,445
26580,107,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.292326270642718 28.524685096745181, 77.292701931047077 28.524019153301104)",659049691,15064,85
26581,108,Mathura Road,EXP62DOWN,10.5,,"LINESTRING (77.292701931047077 28.524019153301104, 77.2936308367742 28.522151096563103)",659049691,15296,232
26582,109,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.2936308367742 28.522151096563103, 77.2949285727165 28.519514643543481)",659049691,15623,327
26583,110,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.2949285727165 28.519514643543481, 77.295010534986545 28.51934388881423, 77.295044685932382 28.519294369942745)",659049691,15650,27
26584,111,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.295044685932382 28.519294369942745, 77.2953383840667 28.518705266126833, 77.295775516173578 28.517673907562163)",659049691,15847,197
26585,112,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.295775516173578 28.517673907562163, 77.296335591685519 28.516311284822745)",659049691,16010,163
26586,113,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.296335591685519 28.516311284822745, 77.296922987954147 28.514880360191626)",659049691,16182,172
26587,114,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.296922987954147 28.514880360191626, 77.29714838419676 28.514303209206759, 77.29723034646679 28.514106841268124)",659049691,16274,92
26588,115,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.29723034646679 28.514106841268124, 77.297489893655253 28.513457973296969)",659049691,16351,77
26589,116,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.297489893655253 28.513457973296969, 77.297660648384507 28.5130413317576)",659049691,16401,50
26590,117,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.297660648384507 28.5130413317576, 77.298316346544823 28.511509661836225)",659049691,16586,185
26591,118,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.298316346544823 28.511509661836225, 77.299033516407675 28.509790161712672)",659049691,16793,207
26592,119,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.299033516407675 28.509790161712672, 77.299538950406259 28.508591463513337)",659049691,16937,144
26593,120,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.299538950406259 28.508591463513337, 77.29960725229796 28.508422416331378)",659049691,16957,20
26594,121,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.29960725229796 28.508422416331378, 77.299661893811319 28.508285812547978, 77.299928271188946 28.507633529482241)",659049691,17051,94
26595,122,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.299928271188946 28.507633529482241, 77.300618120295113 28.505857680298039, 77.30067959199765 28.505553736879975, 77.3006454410518 28.505309557617146)",659049691,17325,274
26596,123,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.3006454410518 28.505309557617146, 77.300542988214247 28.504903161361529, 77.300242459890768 28.504071585830079, 77.30018781837741 28.503864972607687)",659049691,17493,168
26597,124,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.30018781837741 28.503864972607687, 77.300119516485708 28.503460283899365, 77.300133176864051 28.502722623469005, 77.3001468372424 28.502072047950559, 77.300153667431559 28.501937151714451, 77.300194648566574 28.501797132836465, 77.300262950458276 28.501626378107215, 77.300392724052514 28.501406104506483, 77.300542988214247 28.5012199818516, 77.300795705213545 28.501030444102131)",659049691,17835,342
26598,125,Mathura Road,EXP62DOWN,10,,"LINESTRING (77.300795705213545 28.501030444102131, 77.30104842221283 28.500840906352664)",659049691,17870,35
26599,126,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.30104842221283 28.500840906352664, 77.301232837320427 28.500692349738216)",659049691,17896,26
26600,127,Mathura Road,EXP62DOWN,12,,"LINESTRING (77.301232837320427 28.500692349738216, 77.301403592049667 28.500513057272503, 77.301560686400578 28.500296198766357, 77.301635818481458 28.500128859131692, 77.301717780751488 28.499949566665979)",659049691,17995,99
26601,128,Mathura Road,EXP62DOWN,13,,"LINESTRING (77.301717780751488 28.499949566665979, 77.301758761886518 28.499821500619039, 77.30190902604825 28.499285330769194)",659049691,18071,76
26602,129,Mathura Road,EXP62DOWN,12.5,,"LINESTRING (77.30190902604825 28.499285330769194, 77.302004648696638 28.498747453372054, 77.302066120399161 28.498310321265176, 77.302230044939236 28.497710972165507, 77.302339327965967 28.497480453281018)",659049691,18278,207
26603,130,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.302339327965967 28.497480453281018, 77.302708158181147 28.496035868271562)",659049691,18443,165
26604,131,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.302708158181147 28.496035868271562, 77.303049667639641 28.494680075721313)",659049691,18598,155
26605,132,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.303049667639641 28.494680075721313, 77.303090648774671 28.494507613444771)",659049691,18617,19
26606,133,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.303090648774671 28.494507613444771, 77.303575592205732 28.492660047274281)",659049691,18829,212
26607,134,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.303575592205732 28.492660047274281, 77.304046875258464 28.490846632049642)",659049691,19037,208
26608,135,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.304046875258464 28.490846632049642, 77.304074196015151 28.490696367887903)",659049691,19054,17
26609,136,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.304074196015151 28.490696367887903, 77.304238120555226 28.487583509173671)",659049691,19401,347
26610,137,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.304238120555226 28.487583509173671, 77.304272271501077 28.487206141222028)",659049691,19443,42
26611,138,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.304272271501077 28.487206141222028, 77.304374724338629 28.486173075110063)",659049691,19558,115
26612,139,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.304374724338629 28.486173075110063, 77.304593290392063 28.48390032966374)",659049691,19812,254
26613,140,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.304593290392063 28.48390032966374, 77.304750384742974 28.48234475408027)",659049691,19986,174
26614,141,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.304750384742974 28.48234475408027, 77.304805026256332 28.481753942717063)",659049691,20052,66
