ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,REPORT TIME,SPEED,LATEST POI DETAIL IN BUS ROUTE,GPS LOCATION LONGITUDE,GPS LOCATION LATITUDE
CLUSTER,,DL1PC5332,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1153,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4221,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0110,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4278,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0316,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5425,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4319,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0613,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2708,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6236,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4134,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0385,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2400,,2021-12-15 04:00:00,,,,
DTC,,DL1PB9842,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4785,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0163,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2640,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5034,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0247,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4248,,2021-12-15 04:00:00,,,,
DTC,Subhash Place,DL1PC0048,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5046,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4308,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0616,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD3073,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0109,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0599,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7062,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2613,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0319,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5322,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0189,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2580,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0245,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6786,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2582,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD3214,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0167,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2505,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD4291,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0427,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2707,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0284,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4192,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5408,,2021-12-15 04:00:00,,,,
DTC,,DL1PB9878,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0166,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5476,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4168,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4263,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0404,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0043,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2836,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5392,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0379,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0190,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0344,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5743,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4290,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6698,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1549,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5293,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1544,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4276,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0338,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0138,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0862,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5255,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0134,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4424,,2021-12-15 04:00:00,,,,
DTC,,DL1PB9916,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0615,,2021-12-15 04:00:00,,,,
DTC,Subhash Place,DL1PC0040,,2021-12-15 04:00:00,,,,
DTC,Subhash Place,DL1PC0135,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4216,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0428,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5371,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0090,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4253,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD4191,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0343,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1190,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4336,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9940,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4454,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5318,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1194,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1193,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5281,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4840,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0164,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5315,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0162,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0157,,2021-12-15 04:00:00,,,,
DTC,,DL1PC3175,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5248,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0407,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6245,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7746,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0315,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8441,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1195,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0181,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0092,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7745,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7750,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0172,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0231,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7758,,2021-12-15 04:00:00,,,,
DTC,,DL1PC3256,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0617,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC1531,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7726,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7756,,2021-12-15 04:00:00,,,,
DTC,,DL1PC3188,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7712,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7618,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7752,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1564,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9830,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7717,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7565,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0249,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7605,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7727,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0340,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9915,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0337,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7650,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7713,,2021-12-15 04:00:00,,,,
DTC,Mayapuri,DL1PC0451,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7659,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7721,,2021-12-15 04:00:00,,,,
DTC,,DL1PC3121,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7570,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8973,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7567,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7747,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1504,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8222,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7716,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7751,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7748,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7742,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8951,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7723,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8236,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8967,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7564,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7652,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9148,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7743,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7803,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9137,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7917,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7718,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7237,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1415,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0929,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7455,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7580,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8004,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0944,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7415,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7616,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7720,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0943,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7719,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7486,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0685,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0912,,2021-12-15 04:00:00,,,,
DTC,Subhash Place,DL1PC1437,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7535,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7755,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0691,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1447,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7829,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8370,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0692,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7582,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7808,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7710,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7744,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7940,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7722,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9920,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1192,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7724,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7334,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1191,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7830,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7832,,2021-12-15 04:00:00,,,,
DTC,,DL1PC4037,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7806,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5149,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7831,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7804,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6893,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8797,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7706,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7805,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9991,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0837,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7568,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7619,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8199,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5489,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1065,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1545,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7714,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6574,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0268,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1503,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1025,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7581,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6776,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6714,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1032,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6946,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7715,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1547,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7649,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0623,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6186,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0650,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9559,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7749,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1163,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5021,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0252,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5279,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6780,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0931,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1029,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0686,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0031,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8400,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7533,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1016,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5376,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0107,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7572,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7478,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6592,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9574,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8003,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5468,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7469,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5323,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7920,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7175,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5390,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0690,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0861,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5017,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8445,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7541,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4133,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8381,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0687,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0269,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5428,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0911,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8386,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7675,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1569,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8361,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8005,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2570,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0967,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8366,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6749,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7932,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0210,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8404,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6246,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0933,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5010,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7919,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0695,,2021-12-15 04:00:00,,,,
DTC,Rohini3,DL1PC8536,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8020,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0072,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8385,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1027,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0831,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1034,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0827,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7540,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC5344,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8442,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2539,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0832,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1534,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8401,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0945,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7331,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7456,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9275,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7656,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7420,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8362,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7537,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7412,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8902,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7786,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8075,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0016,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8900,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7914,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7654,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7760,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1308,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7544,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8903,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7536,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0249,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7922,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7812,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8375,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1305,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7542,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7769,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7571,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1338,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8392,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7933,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7549,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1023,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7797,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8264,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7915,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0212,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7557,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7929,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2513,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8403,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7916,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7220,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4862,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD2567,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7800,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7556,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8907,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7600,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7685,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8240,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7597,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7941,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0648,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0969,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1197,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8906,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7360,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8981,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7612,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8976,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1350,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1352,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8449,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7927,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7794,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8901,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7771,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7562,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0820,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC8077,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7419,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7658,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD1169,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7552,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7416,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0736,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7583,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7099,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8437,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PD0726,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7577,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7452,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8087,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC4148,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC8036,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8447,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8070,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8069,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1131,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7775,,2021-12-15 04:00:00,,,,
CLUSTER,,DL1PC6720,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7550,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7762,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7602,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0861,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8451,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7793,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1115,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC7763,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0862,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9608,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8074,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1088,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8076,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8436,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0679,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7559,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8410,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8402,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7739,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8384,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7554,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8259,,2021-12-15 04:00:00,,,,
DTC,,DL1PC9605,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7596,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0807,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8373,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7586,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1048,,2021-12-15 04:00:00,,,,
DTC,,DL1PC0207,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1462,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8274,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8178,,2021-12-15 04:00:00,,,,
DTC,TEHKHAND,DL1PC8072,,2021-12-15 04:00:00,,,,
DTC,,DL1PC1513,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7614,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8104,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7004,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8163,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7003,,2021-12-15 04:00:00,,,,
DTC,,DL1PC8126,,2021-12-15 04:00:00,,,,
DTC,,DL1PC7563,,2021-12-15 04:00:00,,,,
