ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,REPORT TIME,SPEED,LATEST POI DETAIL IN BUS ROUTE,GPS LOCATION LONGITUDE,GPS LOCATION LATITUDE
CLUSTER,,DL1PD2765,,2021-12-17 20:24:33,14,Dichau Kalan Depot (U00288),76.997763,28.629315
CLUSTER,,DL1PC6298,,2021-12-17 20:24:30,19,Gupta Market (U03997A),77.239667,28.56485
CLUSTER,,DL1PD2710,,2021-12-17 20:24:30,12,Dichau Kalan Depot (U00288),76.997763,28.629315
DTC,,DL1PC9638,,2021-12-17 20:22:16,0,Andrews Ganj Shiv Mandir / Ansal Plaza (U02666),77.2245,28.56545
CLUSTER,,DL1PD0863,,2021-12-17 20:19:15,11,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD2493,,2021-12-17 20:16:22,0,Inderlok Metro Station (U01732),77.169483,28.673217
CLUSTER,,DL1PD2467,,2021-12-17 20:15:26,11,ISTM (U01899),77.181054,28.552196
CLUSTER,,DL1PC6295,,2021-12-17 20:10:01,15,Lajpat Nagar (Ring Road) (U03031),77.24548,28.5655
CLUSTER,,DL1PD2492,,2021-12-17 20:09:37,23,Vijaya Laxmi Apartment (U40001A),77.3089,28.6288
CLUSTER,,DL1PD3041,,2021-12-17 20:07:41,16,SFS Flat Sec-2 Power House (U00636),77.071483,28.600333
DTC,,DL1PC9013,,2021-12-17 20:06:36,43,Ahinsa Sthal (U02045),77.189433,28.520483
CLUSTER,,DL1PD2487,,2021-12-17 19:59:27,20,Dichau Kalan Depot (DC4311),76.997316,28.628749
CLUSTER,,DL1PD2868,,2021-12-17 19:57:41,8,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD1164,,2021-12-17 19:53:47,34,Sunder Vihar (U00860),77.09225,28.66375
CLUSTER,,DL1PD1337,,2021-12-17 19:51:52,0,Najafgarh Dhansa More (U00198),76.9789,28.6115
CLUSTER,,DL1PD1329,,2021-12-17 19:47:58,20,Hasanpur Village (U03623),77.310567,28.636133
CLUSTER,,DL1PC6354,,2021-12-17 19:47:29,16,Alpana Cinema (Model Town Mtr Stn) (U02124),77.193769,28.702691
DTC,,DL1PC1441,,2021-12-17 19:43:26,7,Rohini Depot III (U01039),77.10895,28.69546
DTC,,DL1PC8490,,2021-12-17 19:39:04,22,T Block Magol Puri (U00748),77.082071,28.689348
CLUSTER,,DL1PC5983,,2021-12-17 19:36:40,14,CRPF Camp / Crown Plaza (DC3706),77.2722,28.527783
CLUSTER,,DL1PD2589,,2021-12-17 19:34:06,19,Shadipur Metro Station (U01581),77.1587,28.6515
DTC,,DL1PC9323,,2021-12-17 19:27:54,28,Maharaj Pur Check Post (U03683),77.316583,28.643267
CLUSTER,,DL1PD2835,,2021-12-17 19:26:34,18,Rewla Tajpur Crossing (DC4451),76.980927,28.572594
CLUSTER,,DL1PD2586,,2021-12-17 19:24:41,14,ISBT Nityanand Marg (DC3596),77.2253,28.668217
CLUSTER,,DL1PD2997,,2021-12-17 19:24:31,11,North Point (Nursing Home) (DC3667),77.2189,28.5428
DTC,,DL1PC7257,,2021-12-17 19:23:06,30,Kapashera Crossing (U99639),77.08675,28.528867
CLUSTER,,DL1PD2742,,2021-12-17 19:22:40,13,Radha Swami Satsang Sec-23 Dwarka (DC4728),77.04923,28.566873
DTC,,DL1PC8208,,2021-12-17 19:20:08,38,Jivan park (U00651),77.0733,28.62
DTC,,DL1PC9289,,2021-12-17 19:19:00,11,Taimur Nagar (U03208),77.2667,28.5708
CLUSTER,,DL1PD0108,,2021-12-17 19:18:39,34,Subhash Nagar Crossing / Mukherji Park (U01037),77.10905,28.642283
DTC,,DL1PC0388,,2021-12-17 19:17:40,15,Hassanpur Depot (U03594),77.307233,28.636183
CLUSTER,,DL1PC4824,,2021-12-17 19:17:10,23,Loha Mandi (U01436),77.145217,28.641383
CLUSTER,,DL1PD2415,,2021-12-17 19:17:09,0,Maharani Bagh / Ashram (DC3762),77.261667,28.574933
CLUSTER,,DL1PD0848,,2021-12-17 19:07:36,19,Uttam Nagar Terminal (U00598),77.066447,28.625449
CLUSTER,,DL1PD2854,,2021-12-17 19:00:29,30,NajafGarh Dhansa Stand (U00193),76.977817,28.6115
DTC,,DL1PC9219,,2021-12-17 18:58:02,9,Bhogal (U03045),77.250833,28.583533
DTC,,DL1PC9048,,2021-12-17 18:53:52,21,Supreme Court (U02874),77.237717,28.621867
CLUSTER,,DL1PD0824,,2021-12-17 18:53:21,7,Najafgarh Dhansa More (U00198),76.9789,28.6115
DTC,,DL1PC9248,,2021-12-17 18:47:13,23,Mahipal Pur Crossing NH-8 (U99910),77.122956,28.545664
DTC,,DL1PC8940,,2021-12-17 18:42:15,5,Safdurjung Terminal (U02505),77.214163,28.579581
CLUSTER,,DL1PD3627,,2021-12-17 18:41:53,27,Raja Garden (U01220),77.1262,28.650783
DTC,,DL1PC9253,,2021-12-17 18:40:35,9,Taimur Nagar (U03208),77.2667,28.5708
DTC,,DL1PC1068,,2021-12-17 18:34:53,33,Tagore Garden (U03942),77.115832,28.645765
CLUSTER,,DL1PD2568,,2021-12-17 18:33:52,9,Delhi Gate (U02885),77.238667,28.640767
CLUSTER,,DL1PC5877,,2021-12-17 18:32:17,0,Ashok Vihar Water Tank (U01798),77.173667,28.687017
CLUSTER,,DL1PD2495,,2021-12-17 18:29:48,24,Gupta Market (U02891),77.239719,28.565071
CLUSTER,,DL1PD3608,,2021-12-17 18:29:41,21,Raja Garden (U01220),77.1262,28.650783
CLUSTER,,DL1PD2581,,2021-12-17 18:27:00,12,Delhi Gate (U02885),77.238667,28.640767
CLUSTER,,DL1PD0038,,2021-12-17 18:25:03,6,Nazafgarh Dhansa More (U00190),76.978565,28.612021
CLUSTER,,DL1PC5947,,2021-12-17 18:19:59,12,Adarsh Nagar Metro Station (U01747),77.169917,28.717467
DTC,,DL1PC8295,,2021-12-17 18:19:24,22,Inderpuri A-Block (U01490),77.1511,28.6287
DTC,,DL1PC0955,,2021-12-17 18:15:58,22,Tilak Nagar (U00878),77.092767,28.635267
CLUSTER,,DL1PC5862,,2021-12-17 18:09:34,26,Karol Bagh Terminal (U02232),77.2007,28.6484
CLUSTER,,DL1PD2363,,2021-12-17 17:59:54,41,Meghdoot Bhawan (U02237),77.200983,28.644
DTC,Naraina,DL1PC7705,,2021-12-17 17:58:06,13,Panchkuian Road (U02372),77.206933,28.640283
CLUSTER,,DL1PC5980,,2021-12-17 17:54:44,22,JLN Stadium / Sunehri Pulla Depot (DC0093),77.232747,28.592094
CLUSTER,,DL1PD1025,,2021-12-17 17:49:26,26,Gazipur Depot (U03667),77.315817,28.64195
DTC,,DL1PC9057,,2021-12-17 17:47:25,17,Noida Sec 9 Power House (DTC1612),77.323588,28.580571
DTC,,DL1PC7401,,2021-12-17 17:43:52,27,Shiv Murti / Dwarka More (U99827),77.108437,28.534898
CLUSTER,,DL1PD2602,,2021-12-17 17:37:03,25,Aakashwani Bhawan (Imtiyaz Ali Road) (U02437),77.2098,28.62065
DTC,,DL1PC9732,,2021-12-17 17:36:13,36,Sultan Puri AB Block Extension (DC3673),77.077417,28.69275
DTC,Rohini3,DL1PC8825,,2021-12-17 17:34:21,10,PS Kamla Market (U02714),77.2267,28.6429
DTC,SHADIPUR,DL1PC3080,,2021-12-17 17:32:44,31,NajafGarh Delhi Gate (U00240),76.986617,28.6127
DTC,,DL1PC9294,,2021-12-17 17:25:00,24,Hassanpur Village (U03621),77.3103,28.6363
DTC,,DL1PC9033,,2021-12-17 17:21:03,26,Central School (MCKR) (U02792CS),77.2328,28.562733
DTC,,DL1PC9470,,2021-12-17 17:20:50,30,Inderpuri A-Block (U01490),77.1511,28.6287
CLUSTER,,DL1PD2644,,2021-12-17 17:18:45,0,Delhi Gate (U02885),77.238667,28.640767
CLUSTER,,DL1PD1310,,2021-12-17 17:07:47,39,Golf Club (U01594),77.158483,28.592967
CLUSTER,,DL1PD2715,,2021-12-17 17:04:54,28,Dwarka Sec-6/7 (DC4201),77.069535,28.59126
DTC,Rohini3,DL1PC3226,,2021-12-17 17:04:11,5,ISBT Nityanand Marg (U02690),77.225091,28.668342
DTC,,DL1PC9554,,2021-12-17 16:57:48,33,Panchsheel Club (U02413),77.2093,28.546
CLUSTER,,DL1PD2762,,2021-12-17 16:57:40,28,ISBT Nityanand Marg (DC3596),77.2253,28.668217
DTC,Rohini3,DL1PC8610,,2021-12-17 16:53:03,10,Mangol Puri S- Block (DTC1443),77.082119,28.692543
DTC,,DL1PC3312,,2021-12-17 16:50:47,19,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD2533,,2021-12-17 16:49:27,11,Mori Gate Terminal (U02681),77.225883,28.666517
DTC,,DL1PC8984,,2021-12-17 16:45:35,37,Kalkaji Mandir (MaaAnandmayeeMarg) (U03174),77.263,28.5479
DTC,,DL1PC7226,,2021-12-17 16:40:23,21,SagarPur Vashisht Park (U00974),77.101033,28.609215
CLUSTER,,DL1PC6355,,2021-12-17 16:33:45,27,Gupta Market (U03997A),77.239667,28.56485
DTC,,DL1PC9202,,2021-12-17 16:31:54,0,Andrews Ganj (U02774),77.229627,28.566027
DTC,SHADIPUR,DL1PC3063,,2021-12-17 16:28:15,13,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC9213,,2021-12-17 16:26:46,21,Qutub Minar (U02000),77.18605,28.526517
CLUSTER,,DL1PD0622,,2021-12-17 16:23:15,24,Okhla Phase 1 (U03294),77.277267,28.520517
DTC,,DL1PC9868,,2021-12-17 16:16:16,20,East Patel Nagar (U01769),77.17315,28.642967
DTC,,DL1PC7126,,2021-12-17 16:04:01,16,Rajendra Place (U01843),77.1773,28.6425
CLUSTER,,DL1PD0640,,2021-12-17 16:02:38,13,Pushp Vihar (U02772),77.230117,28.5248
DTC,,DL1PC9564,,2021-12-17 16:02:10,14,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC8154,,2021-12-17 15:55:56,29,Jalebi Chowk Sultan Puri AB Block (U00655),77.0738,28.6955
DTC,,DL1PC8681,,2021-12-17 15:55:53,11,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC9214,,2021-12-17 15:54:25,22,Lajpat Nagar Crossing (U03041LN),77.2501,28.5643
DTC,,DL1PC8928,,2021-12-17 15:52:59,0,Darya Ganj Golcha Cinema (U02922),77.240515,28.643756
DTC,,DL1PC9106,,2021-12-17 15:49:55,25,DIPSAR College of Pharmacy (U02653),77.224366,28.516211
CLUSTER,,DL1PD2367,,2021-12-17 15:47:56,19,Mori Gate Terminal (U02681),77.225883,28.666517
CLUSTER,,DL1PD3267,,2021-12-17 15:46:08,24,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC9776,,2021-12-17 15:38:28,25,Lajpat Nagar Crossing (U03041),77.250367,28.564183
CLUSTER,,DL1PC6239,,2021-12-17 15:34:47,12,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
DTC,,DL1PC7141,,2021-12-17 15:28:57,44,Andheria Bagh More (U01857),77.178967,28.509217
CLUSTER,,DL1PD1693,,2021-12-17 15:27:08,0,Nizamuddin Railway Station (U03066),77.253045,28.586325
DTC,,DL1PC9171,,2021-12-17 15:25:56,0,Lajpat Nagar Crossing (U03041LN),77.2501,28.5643
CLUSTER,,DL1PD0042,,2021-12-17 15:25:46,0,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC9628,,2021-12-17 15:24:57,34,NSIC (U03196),77.265133,28.553683
DTC,,DL1PC8621,,2021-12-17 15:24:15,11,R K Puram Sec-1 (U01848),77.1783,28.5647
DTC,,DL1PC3152,,2021-12-17 15:23:52,15,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD3029,,2021-12-17 15:22:16,24,Hassanpur Depot (U03594),77.307233,28.636183
CLUSTER,,DL1PD0740,,2021-12-17 15:21:40,11,Ambedkar Nagar Terminal (U02717),77.226576,28.516193
DTC,,DL1PC7659,,2021-12-17 15:20:56,28,Dwarka Sec 2-6 (U00585),77.0654,28.597267
DTC,,DL1PC1245,,2021-12-17 15:17:34,0,Rohini Depot 1 Sec 6 (U01075),77.113467,28.71645
CLUSTER,,DL1PC6870,,2021-12-17 15:16:25,5,Mayur Vihar Phase III (T) Paper Market (DC3942),77.339438,28.617186
CLUSTER,,DL1PC5815,,2021-12-17 15:14:21,25,Kidwai Nagar (U02417),77.2095,28.5735
CLUSTER,,DL1PD0270,,2021-12-17 15:13:52,31,ISBT Sarai Kale Khan (U03147),77.25817,28.590868
DTC,,DL1PC9209,,2021-12-17 15:12:24,5,Rajdoot Hotel (U03061),77.2527,28.5825
CLUSTER,,DL1PD0002,,2021-12-17 15:11:48,0,Shahdara Terminal (DC3804),77.287206,28.674295
DTC,,DL1PC7325,,2021-12-17 15:10:38,49,District Centre Outer Ring Road (U00730),77.0811,28.6334
DTC,,DL1PC7371,,2021-12-17 15:10:14,0,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
DTC,,DL1PC1083,,2021-12-17 15:09:51,29,Wazirabad Crossing GT Road (DC4729),77.226842,28.710239
CLUSTER,,DL1PC6376,,2021-12-17 15:09:04,0,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD3805,,2021-12-17 15:06:12,23,Gazipur Depot (U03667),77.315817,28.64195
CLUSTER,,DL1PC6968,,2021-12-17 15:04:43,28,Panchsheel Club (U02408),77.208833,28.544567
CLUSTER,,DL1PD2662,,2021-12-17 15:04:16,6,Mori Gate Terminal (U02627),77.221928,28.666217
DTC,,DL1PC1362,,2021-12-17 15:03:20,34,Chhoturam Park Rohini Sec 5 (DC3753),77.109182,28.713132
CLUSTER,,DL1PC6546,,2021-12-17 15:01:50,38,Qutub Minar Metro Sation (U99991),77.186167,28.51415
DTC,,DL1PC8601,,2021-12-17 15:00:04,0,bhatti mines (DTC1115),77.225842,28.429862
CLUSTER,,DL1PC6490,,2021-12-17 14:59:53,27,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD0133,,2021-12-17 14:59:14,22,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD3021,,2021-12-17 14:57:00,12,Hassanpur Village (U03621),77.3103,28.6363
CLUSTER,,DL1PD1437,,2021-12-17 14:56:08,21,Kewal Park (U99775A),77.175333,28.709765
DTC,,DL1PC9198,,2021-12-17 14:50:47,31,SNPD (U03162),77.26016,28.561242
CLUSTER,,DL1PD2502,,2021-12-17 14:50:12,36,Tilak Bridge (U02887),77.2387,28.6253
CLUSTER,,DL1PC6361,,2021-12-17 14:49:48,12,Nehru Nagar (U03074),77.253994,28.569338
DTC,,DL1PC1537,,2021-12-17 14:49:23,17,Gazipur Depot (U03676),77.316033,28.64175
CLUSTER,,DL1PC5847,,2021-12-17 14:48:17,25,Gujranwala Town (U01955),77.1845,28.6996
CLUSTER,,DL1PD0272,,2021-12-17 14:48:03,0,Anand Parvat Terminal (U01934),77.183752,28.657571
DTC,,DL1PC9381,,2021-12-17 14:47:48,27,Maharaj Pur Check Post (U03683),77.316583,28.643267
DTC,,DL1PC8740,,2021-12-17 14:45:00,30,Chand Cinema (U03637),77.3125,28.612983
DTC,Nangloi,DL1PC3138,,2021-12-17 14:44:26,22,Nangloi JJ Colony Lokesh Cinema (U00593),77.059387,28.682305
CLUSTER,,DL1PD4374,,2021-12-17 14:43:15,17,M Block Vikaspuri (U00691),77.07808,28.63865
CLUSTER,,DL1PD2201,,2021-12-17 14:40:06,21,Shakarpur (U03345),77.281942,28.633394
CLUSTER,,DL1PD3126,,2021-12-17 14:37:47,39,Maharaj Pur Check Post (U03683),77.316583,28.643267
CLUSTER,,DL1PC6549,,2021-12-17 14:37:35,0,Badarpur Border (T) (U03556),77.304191,28.490559
DTC,Naraina,DL1PC9433,,2021-12-17 14:37:34,16,Karampura Terminal (U01399),77.142383,28.661
DTC,,DL1PC9311,,2021-12-17 14:36:18,35,Laghu Udyog Sansthan (ModiMill) (U03190),77.2648,28.5565
CLUSTER,,DL1PC5442,,2021-12-17 14:34:57,12,Badarpur Border (T) (U03556),77.304191,28.490559
DTC,,DL1PC9456,,2021-12-17 14:34:37,6,Satya Niketan (U01750),77.170333,28.587833
DTC,,DL1PC9904,,2021-12-17 14:31:11,19,Rajendra Place / Karol Bagh Telephone Exchange (U99926),77.180083,28.642667
DTC,,DL1PC0864,,2021-12-17 14:31:05,19,TELCO Gazipur (U03651),77.3154,28.6409
DTC,Naraina,DL1PC8523,,2021-12-17 14:30:35,0,Shadipur DTC Colony Metro Station (U01575),77.1585,28.6512
CLUSTER,,DL1PC6879,,2021-12-17 14:27:14,11,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
CLUSTER,,DL1PD0139,,2021-12-17 14:25:44,0,Nizamuddin Railway Station (U03066),77.253045,28.586325
DTC,,DL1PC8591,,2021-12-17 14:25:13,34,R K Puram Sec-1 (U01848),77.1783,28.5647
CLUSTER,,DL1PD2459,,2021-12-17 14:24:06,22,Maharaj Pur Check Post (U03683),77.316583,28.643267
CLUSTER,,DL1PC6518,,2021-12-17 14:24:05,27,Gazi Pur DDA Flats (DC3680),77.319767,28.6229
CLUSTER,,DL1PD2319,,2021-12-17 14:24:02,18,Wazirabad Crossing (U02737),77.228167,28.711467
DTC,,DL1PC8509,,2021-12-17 14:22:59,15,Dev Nagar / Khalsa College (U02025),77.187824,28.655613
DTC,,DL1PC7374,,2021-12-17 14:22:49,21,Royal Residency (Dwarka) (DC4942),77.0703,28.5815
DTC,,DL1PC9113,,2021-12-17 14:22:47,12,Dwarka Sec-8 DTC Depot (DC4926),77.07162,28.57603
CLUSTER,,DL1PD1683,,2021-12-17 14:22:33,44,Vasant Vihar Depot (U01768),77.17215,28.558333
CLUSTER,,DL1PD2501,,2021-12-17 14:22:14,33,Laxmi Nagar Metro Station (U03286),77.277767,28.630967
CLUSTER,,DL1PC6308,,2021-12-17 14:21:01,14,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PC6457,,2021-12-17 14:20:54,0,ISBT Maharana Pratap Bus Terminal (U02805),77.230731,28.668265
DTC,,DL1PC7275,,2021-12-17 14:19:52,12,Kapashera Border (U00736),77.082442,28.522481
DTC,Naraina,DL1PC8541,,2021-12-17 14:19:26,39,Inderpuri A-Block (U01490),77.1511,28.6287
DTC,Rohini3,DL1PC7885,,2021-12-17 14:13:13,14,Rajouri Garden Market (U01209),77.1268,28.6453
CLUSTER,,DL1PD2440,,2021-12-17 14:12:54,12,Mori Gate Terminal (U02627),77.221928,28.666217
DTC,Naraina,DL1PC7823,,2021-12-17 14:11:50,19,Rajendra Place / Karol Bagh Telephone Exchange (U99926),77.180083,28.642667
CLUSTER,,DL1PD2134,,2021-12-17 14:11:37,30,JLN Marg (U02738),77.22785,28.6421
DTC,,DL1PC1493,,2021-12-17 14:10:19,18,Jagatpuri A Block (U03459),77.292772,28.652211
DTC,Rohini3,DL1PC8559,,2021-12-17 14:10:06,32,Rk Ashram Metro Station (DTC1752),77.207072,28.640292
DTC,,DL1PC3287,,2021-12-17 14:09:12,0,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671
CLUSTER,,DL1PC4325,,2021-12-17 14:08:58,0,Vaishali  Enclave / Kapil Vihar (U01338),77.1371,28.6997
CLUSTER,,DL1PD2347,,2021-12-17 14:08:56,25,ISBT Nityanand Marg (DC3596),77.2253,28.668217
CLUSTER,,DL1PD0087,,2021-12-17 14:08:42,30,Maharaj Pur Check Post (U03683),77.316583,28.643267
CLUSTER,,DL1PC6940,,2021-12-17 14:08:02,31,Gazipur Depot (U03667),77.315817,28.64195
CLUSTER,,DL1PD0328,,2021-12-17 14:07:43,0,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671
CLUSTER,,DL1PD0044,,2021-12-17 14:06:19,38,Rojdoot Hotel (U03054),77.2525,28.5827
CLUSTER,,DL1PC6347,,2021-12-17 14:05:56,37,Ahinsa Sthal (U02045),77.189433,28.520483
DTC,,DL1PC8574,,2021-12-17 14:05:10,18,Hauz Khas (U02315),77.2049,28.553
DTC,,DL1PC7716,,2021-12-17 14:05:09,39,J M International School (U00613),77.069217,28.595933
CLUSTER,,DL1PD2659,,2021-12-17 14:04:51,37,Shashtri Park Metro Station,77.241079,28.673652
DTC,,DL1PC8890,,2021-12-17 14:04:40,21,Pandav Nagar (U01520),77.153678,28.650051
CLUSTER,,DL1PD1694,,2021-12-17 14:04:35,5,Nizamuddin Railway Station (U03066),77.253045,28.586325
CLUSTER,,DL1PC6568,,2021-12-17 14:04:24,16,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PC6536,,2021-12-17 14:01:42,38,Gazipur Village (U03662),77.315683,28.63225
CLUSTER,,DL1PD2452,,2021-12-17 13:59:42,9,Novelty Cinema (U02606),77.2211,28.6614
DTC,,DL1PC8603,,2021-12-17 13:59:36,21,Lado Sarai DDA Flats (DTC1403),77.193262,28.530642
CLUSTER,,DL1PC5333,,2021-12-17 13:57:50,10,DDA Market Kalkaji (U03131),77.258506,28.529982
CLUSTER,,DL1PD2313,,2021-12-17 13:57:17,29,Chauhan Patti (Terminal) (DC3743),77.243323,28.754859
CLUSTER,,DL1PC6619,,2021-12-17 13:56:16,38,NSIC (U03196),77.265133,28.553683
CLUSTER,,DL1PD2860,,2021-12-17 13:55:45,0,Shakarpur Crossing (U03380),77.28495,28.635367
DTC,Naraina,DL1PC8293,,2021-12-17 13:55:08,0,Karol Bagh Metro Station (U02028),77.188747,28.643911
CLUSTER,,DL1PD0070,,2021-12-17 13:53:24,6,Nizamuddin Railway Station (U03066),77.253045,28.586325
CLUSTER,,DL1PD3700,,2021-12-17 13:50:44,8,Mayur Vihar Phase III Crossing (U03828),77.34145,28.615983
DTC,,DL1PC9570,,2021-12-17 13:50:26,19,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD2587,,2021-12-17 13:49:49,12,Novelty Cinema (U02606),77.2211,28.6614
DTC,,DL1PC8540,,2021-12-17 13:46:53,33,Naraina Depot (U01497),77.1512,28.6487
DTC,,DL1PC8922,,2021-12-17 13:46:51,5,Ajmeri Gate / Kamla Market (U02703),77.22405,28.644083
DTC,,DL1PC9260,,2021-12-17 13:44:47,54,Maharaj Pur Check Post (U03683),77.316583,28.643267
CLUSTER,,DL1PD0274,,2021-12-17 13:44:31,50,Sukh Dev Vihar (U03266),77.273,28.5586
DTC,,DL1PC9768,,2021-12-17 13:43:53,11,Rajdoot Hotel (U03061),77.2527,28.5825
DTC,,DL1PC3208,,2021-12-17 13:43:49,30,J M International School (U00613),77.069217,28.595933
DTC,,DL1PC8731,,2021-12-17 13:43:26,30,AIR Station (U01522),77.1535,28.6265
DTC,,DL1PC7983,,2021-12-17 13:42:23,9,MUNIRKA (DTC1526),77.174469,28.556592
CLUSTER,,DL1PC5438,,2021-12-17 13:42:23,12,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD2327,,2021-12-17 13:41:20,12,Rainy Well (U03157),77.260721,28.628274
DTC,,DL1PC8296,,2021-12-17 13:41:18,30,Pandav Nagar (U01520),77.153678,28.650051
CLUSTER,,DL1PD2169,,2021-12-17 13:40:51,31,Zakir Husain College (U02779),77.229617,28.64115
DTC,,DL1PC7375,,2021-12-17 13:39:07,17,Dwarka Sec 1 (U99641),77.073867,28.594283
DTC,,DL1PC1079,,2021-12-17 13:38:56,14,Gazi Pur Depot (DC3613),77.316033,28.64175
CLUSTER,,DL1PD0098,,2021-12-17 13:38:31,37,ISBT Sarai Kale Khan (U03147),77.25817,28.590868
DTC,Naraina,DL1PC7798,,2021-12-17 13:38:19,10,Shadipur DTC Colony Metro Station (U01575),77.1585,28.6512
DTC,,DL1PC8677,,2021-12-17 13:37:51,33,Inderpuri A-Block (U01490),77.1511,28.6287
CLUSTER,,DL1PC6338,,2021-12-17 13:37:45,18,Khayala More/ Subhash Nagar Crossing (DC0068),77.106983,28.643167
CLUSTER,,DL1PC6829,,2021-12-17 13:37:45,21,RK Puram Sec-9 (U01749),77.1707,28.5713
DTC,,DL1PC1279,,2021-12-17 13:35:54,10,Rohini  Sec-1 Avantika (U00964),77.0998,28.703
CLUSTER,,DL1PD3128,,2021-12-17 13:35:34,12,Shakarpur (U03353),77.282121,28.633765
DTC,,DL1PC7298,,2021-12-17 13:35:23,27,Punjabi Bagh Extension (DC5431),77.123245,28.666617
DTC,,DL1PC1408,,2021-12-17 13:35:18,25,Madhuvan Chowk (U01251),77.13,28.7046
DTC,,DL1PC8569,,2021-12-17 13:34:47,13,Munirka Village (T) (U01800),77.173717,28.5585
CLUSTER,,DL1PC6674,,2021-12-17 13:34:20,0,ISBT Maharana Pratap Bus Terminal (U02805),77.230731,28.668265
CLUSTER,,DL1PD0057,,2021-12-17 13:34:18,22,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC7246,,2021-12-17 13:32:59,5,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC9072,,2021-12-17 13:31:42,0,Shadipur DTC Colony Metro Station (U01575),77.1585,28.6512
DTC,,DL1PC7324,,2021-12-17 13:31:37,34,Major Bhupinder Singh Nagar (U00774),77.0848,28.6469
DTC,,DL1PC7745,,2021-12-17 13:31:20,20,Health Centre (DC3556),76.985217,28.61415
DTC,,DL1PC8722,,2021-12-17 13:30:59,18,Sultanpuri Crossing (U00614),77.069317,28.682
DTC,,DL1PC9560,,2021-12-17 13:30:58,28,Shahjahan Road UPSC (U02720),77.226933,28.6074
CLUSTER,,DL1PD2210,,2021-12-17 13:30:40,35,Gazipur Depot (U03667),77.315817,28.64195
DTC,,DL1PC0727,,2021-12-17 13:30:13,17,Sujan Singh Park (U02770),77.22945,28.601017
DTC,,DL1PC8964,,2021-12-17 13:29:23,37,CPWD Colony Vasant Vihar (U01654),77.164694,28.554792
CLUSTER,,DL1PC5472,,2021-12-17 13:27:55,41,Delhi Public School (NS0265),77.240867,28.5989
DTC,,DL1PC0741,,2021-12-17 13:27:46,10,Bhajanpura (U99761),77.263706,28.703351
DTC,,DL1PC9004,,2021-12-17 13:26:43,19,Jaitpur Mor (U03996A),77.302117,28.497367
DTC,Rohini3,DL1PC8201,,2021-12-17 13:26:32,21,Peera Garhi Chowk (U00919),77.096781,28.679429
DTC,,DL1PC1639,,2021-12-17 13:26:30,34,Mall Road (U02571),77.218446,28.693603
DTC,,DL1PC1310,,2021-12-17 13:26:25,13,Rohini Depot 1 Sec 6 (U01075),77.113467,28.71645
CLUSTER,,DL1PC6203,,2021-12-17 13:26:19,14,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
CLUSTER,,DL1PD0075,,2021-12-17 13:26:12,19,Inderlok Metro Station (U01727),77.168983,28.673633
CLUSTER,,DL1PC6521,,2021-12-17 13:25:34,26,Gazipur Village (U03662),77.315683,28.63225
CLUSTER,,DL1PD0794,,2021-12-17 13:23:39,21,ISBT Kashmere Gate Terminal (DC4574),77.22751,28.667007
CLUSTER,,DL1PC6939,,2021-12-17 13:23:37,14,Mori Gate Terminal (U02627),77.221928,28.666217
CLUSTER,,DL1PD2989,,2021-12-17 13:23:03,17,Jharoda Crossing (U00202),76.979586,28.613575
DTC,,DL1PC8510,,2021-12-17 13:22:41,24,Punjabi Bagh Terminal (U01330),77.137317,28.66735
CLUSTER,,DL1PC6653,,2021-12-17 13:22:06,15,Vasant Vihar Depot (U01768),77.17215,28.558333
CLUSTER,,DL1PD2274,,2021-12-17 13:21:42,15,Chauhan Patti (Terminal) (DC3743),77.243323,28.754859
DTC,,DL1PC7694,,2021-12-17 13:21:37,26,Moti Nagar Industrial Area (U01472),77.1485,28.657317
