ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,POI NAME,POI longitude,POI latitude,POI TIME STAMP,POI SPEED
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Jonti Crossing (DC4693),76.97845,28.745983,18-12-2021 20:56,36
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Shastri Nagar Metro Station (U01912),77.181336,28.669997,18-12-2021 20:56,17
CLUSTER,OKHLA,DL1PC6548,717ADOWN_G,Kapashera Village (U00759),77.0837,28.524517,18-12-2021 20:56,12
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,Gupta Market (U02891),77.239719,28.565071,18-12-2021 20:56,32
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Kaya Maya Hospital (U03224),77.269017,28.50825,18-12-2021 20:56,42
CLUSTER,Seemapuri,DL1PD3281,932Down_C,GTK Bypass / Mukarba Chowk (U01513),77.152,28.732567,18-12-2021 20:56,38
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Liberty Cinema (U99969),77.1891,28.6599,18-12-2021 20:56,27
CLUSTER,Kushak Nallah,DL1PC6884,460STLUP_D,Palika Kendra (U03991A),77.216783,28.628567,18-12-2021 20:55,21
CLUSTER,OKHLA,DL1PC6506,717ADOWN_G,Rang Puri (NH-8 Circle) (U01113),77.117833,28.543917,18-12-2021 20:55,20
CLUSTER,OKHLA,DL1PC1686,NDLS2_OKHLADEPOT IV CWSII_STL_C,Palika Kendra (U03991A),77.216783,28.628567,18-12-2021 20:55,23
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Seelam Pur Petrol Pump (U03268),77.273467,28.672117,18-12-2021 20:55,39
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Gupta Market (U03997A),77.239667,28.56485,18-12-2021 20:55,28
CLUSTER,Kushak Nallah,DL1PC6717,433CLUP_C,Krishan Menon Marg (U02456),77.2111,28.6051,18-12-2021 20:55,18
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Tughlaqabad Village (U03192),77.265,28.509283,18-12-2021 20:55,31
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Lodhi Colony (U02671),77.2246,28.5846,18-12-2021 20:55,22
CLUSTER,OKHLA,DL1PC6548,717ADOWN_G,Kapashera Border (U00736),77.082442,28.522481,18-12-2021 20:55,20
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Gupta Market (U02941),77.241433,28.564833,18-12-2021 20:55,39
CLUSTER,OKHLA,DL1PC_6490,717ADOWN_G,Prehlad Pur (U03466),77.294633,28.5,18-12-2021 20:54,23
CLUSTER,Rajghat3,DL1PD1475,165DOWN_D,Shahbad Daulatpur Gaon (U01061),77.111267,28.745283,18-12-2021 20:54,16
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Sarai Rohilla Flyover (DC3911),77.181867,28.667017,18-12-2021 20:54,27
CLUSTER,Rajghat3,DL1PC3483,165DOWN_D,Ashok Nagar / Meet Nagar (U03478),77.297153,28.70036,18-12-2021 20:54,34
CLUSTER,Seemapuri,DL1PD2224,143UP_G,Hasanpur Village (U03623),77.310567,28.636133,18-12-2021 20:54,6
CLUSTER,Kushak Nallah,DL1PC6131,418ADOWN_C,Maruti Factory (U03471),77.2952,28.5187,18-12-2021 20:54,8
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Jonti Village (DC4692),76.9724,28.75315,18-12-2021 20:54,16
DTC,SUKHDEV VIHAR,DL1PC7925,442DOWN_G,South Moti Bagh (Ring Road) (U01805),77.174256,28.581923,18-12-2021 20:54,26
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Central School Lodhi Colony (U02741),77.22815,28.5848,18-12-2021 20:54,29
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Sarai Rohilla Govt Qtrs (Rohtak Road) (U01975),77.185433,28.661226,18-12-2021 20:54,16
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,Andrews Ganj (U02788),77.230515,28.565963,18-12-2021 20:54,38
CLUSTER,Rajghat3,DL1PC3483,165DOWN_D,MIG Flates Loni Road (U03458),77.295361,28.70068,18-12-2021 20:54,28
CLUSTER,Kushak Nallah,DL1PC5439,433CLUP_C,Andrews Ganj (U02788),77.230515,28.565963,18-12-2021 20:54,34
CLUSTER,OKHLA,DL1PC6359,TMS(-)_G,Shalimar Bagh Richi Rich (U01613),77.163693,28.701449,18-12-2021 20:54,21
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Tatesar Village (DC4691),76.968795,28.755728,18-12-2021 20:53,44
DTC,Sarojani Nagar,DL1PC9426,578DOWN_G,Najafgarh Terminal (U00191),76.978024,28.614614,18-12-2021 20:53,21
DTC,Sarojani Nagar,DL1PC9431,544UP_D,R K Puram Sec-1 (U01848),77.1783,28.5647,18-12-2021 20:53,9
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,J L Nehru Stadium (U02780),77.2299,28.583833,18-12-2021 20:53,41
CLUSTER,OKHLA,DL1PC6506,717ADOWN_G,Shiv Murti (NH-8) (U01071A),77.111994,28.535967,18-12-2021 20:53,28
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Air Force Station (U03136),77.257867,28.511733,18-12-2021 20:53,32
CLUSTER,Kushak Nallah,DL1PC6717,433CLUP_C,Udyog Bhawan (U02481),77.2122,28.6126,18-12-2021 20:53,39
CLUSTER,OKHLA,DL1PC_6490,717ADOWN_G,Badarpur M B Road (U03520),77.299267,28.4995,18-12-2021 20:53,15
DTC,Rohini4,DL1PC9588,879BUP_D,Meera Bagh Apartments (DC3699),77.09049,28.657542,18-12-2021 20:53,39
CLUSTER,OKHLA,DL1PC6359,TMS(-)_G,Ashok Vihar Crossing (U01667),77.165332,28.702014,18-12-2021 20:53,20
CLUSTER,Sunehari Pullah,DL1PD3382,727UP_G,Nauroji Nagar (U02128),77.195478,28.569608,18-12-2021 20:53,25
CLUSTER,Rajghat3,DL1PD0899,236DOWN_G,Guru Govind Singh Marg (U02202),77.199,28.6552,18-12-2021 20:53,10
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Air Force Station (U03104),77.255467,28.511683,18-12-2021 20:53,40
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Tatesar Gurukul (DC4690),76.967733,28.758517,18-12-2021 20:53,19
DTC,SUKHDEV VIHAR,DL1PC7925,442DOWN_G,RK Puram Sec-12 (U01871),77.1798,28.5723,18-12-2021 20:53,45
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Sarai Rohilla (U01937),77.182156,28.662689,18-12-2021 20:53,35
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Sewa Nagar Flyover (U02768),77.2293,28.578783,18-12-2021 20:52,30
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Lajpat Nagar Ring Road (U03024),77.247779,28.565297,18-12-2021 20:52,22
CLUSTER,Kushak Nallah,DL1PC6717,433CLUP_C,Krishi Bhawan (U02497),77.2124,28.615,18-12-2021 20:52,29
CLUSTER,OKHLA,DL1PC1686,NDLS2_OKHLADEPOT IV CWSII_STL_C,Super Bazar (U02634),77.22305,28.632583,18-12-2021 20:52,24
CLUSTER,OKHLA,DL1PC1686,NDLS2_OKHLADEPOT IV CWSII_STL_C,Super Bazar (U02634),77.22305,28.632583,18-12-2021 20:52,24
CLUSTER,Rajghat3,DL1PC3483,165DOWN_D,B R Ambedkar College (Loni Road Xing) (U03411),77.2882,28.7015,18-12-2021 20:52,29
DTC,Rohini4,DL1PC9588,879BUP_D,Keshopur Depot (U00805),77.088,28.6535,18-12-2021 20:52,38
DTC,Peera Ghari,DL1PC9930,236DOWN_G,Ram Prastha Crossing (U03712),77.3202,28.6608,18-12-2021 20:52,0
DTC,SUKHDEV VIHAR,DL1PC7925,442DOWN_G,RK Puram Sec-12 (U01924),77.1826,28.5705,18-12-2021 20:52,54
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,South Extension (U02600),77.220382,28.568802,18-12-2021 20:52,5
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Sarai Rohila (Rohtak Road) (U01925),77.182063,28.662486,18-12-2021 20:52,5
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Pitampura JD Block (U01291),77.13455,28.70185,18-12-2021 20:52,20
DTC,Sarojani Nagar,DL1PC9431,544UP_D,R K Puram Sec-1 (U01848),77.1783,28.5647,18-12-2021 20:52,16
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Kanti Nagar Extension (U03340),77.2809,28.6704,18-12-2021 20:52,26
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Lajpat Nagar Crossing (U03041LN),77.2501,28.5643,18-12-2021 20:51,40
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Sarai Rohilla Flyover (DC3912),77.182067,28.667133,18-12-2021 20:51,33
CLUSTER,Kushak Nallah,DL1PC5439,433CLUP_C,Lajpat Nagar (Ring Road) (U02951),77.242359,28.565142,18-12-2021 20:51,19
CLUSTER,Rajghat3,DL1PD0899,236DOWN_G,Tibiya College (U02121),77.1947,28.6574,18-12-2021 20:51,24
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,South Extension (U02556),77.217614,28.568941,18-12-2021 20:51,34
CLUSTER,OKHLA,DL1PD1681,NDLS2_OKHLADEPOT IV CWSII_STL_C,Okhla Depot IV CWS II (DC1102),77.284767,28.51835,18-12-2021 20:51,22
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Defence Colony (U02755),77.228733,28.574267,18-12-2021 20:51,21
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Balaji Enclave (DC4689),76.964667,28.767583,18-12-2021 20:51,39
CLUSTER,Seemapuri,DL1PD2224,143UP_G,Gazipur Depot (U03667),77.315817,28.64195,18-12-2021 20:51,5
CLUSTER,Kushak Nallah,DL1PC0040,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Sukhdev Vihar Depot (U03249),77.271123,28.554745,18-12-2021 20:51,24
DTC,Rohini4,DL1PC9588,879BUP_D,Major Bhupinder Singh Nagar (U00774),77.0848,28.6469,18-12-2021 20:51,39
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Jharkhandi (U03346),77.28225,28.66785,18-12-2021 20:51,34
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Garhi Gaon (U03046),77.2512,28.5621,18-12-2021 20:51,23
DTC,Rohini4,DL1PC9588,879BUP_D,CRPF Camp (U00767),77.084483,28.645917,18-12-2021 20:51,38
CLUSTER,Kushak Nallah,DL1PC6717,433CLUP_C,Aakashwani Bhawan (U02478),77.212633,28.62045,18-12-2021 20:51,37
CLUSTER,OKHLA,DL1PD1681,NDLS2_OKHLADEPOT IV CWSII_STL_C,Central Work Shop II (U03362),77.2835,28.5164,18-12-2021 20:51,44
CLUSTER,Seemapuri,DL1PD2224,143UP_G,Maharaj Pur Check Post (U03683),77.316583,28.643267,18-12-2021 20:51,27
CLUSTER,Rajghat3,DL1PC3483,165DOWN_D,C 4 Yamuna Vihar (U03306),77.278633,28.702383,18-12-2021 20:50,10
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,AIIMS Ring Road (U02473),77.212498,28.569169,18-12-2021 20:50,35
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Hamdard Nagar / Sangam Vihar (U03033),77.248667,28.512167,18-12-2021 20:50,9
DTC,VVD,DL1PC8593,523DOWN_D,Lado Sarai DDA Flats (DTC1403),77.193262,28.530642,18-12-2021 20:50,15
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,East of Kailash B-Block (U03106),77.255567,28.561917,18-12-2021 20:50,34
CLUSTER,Kushak Nallah,DL1PC0040,BADARPUR BORDER_KUSHAK NALLAH_STL_C,CRRI (U03273),77.27395,28.551067,18-12-2021 20:50,38
DTC,Sarojani Nagar,DL1PC9462,578DOWN_G,Africa Avenue (U02085),77.191283,28.569183,18-12-2021 20:50,21
DTC,Rohini4,DL1PC9588,879BUP_D,Manohar Nagar (U00755),77.0831,28.6421,18-12-2021 20:50,38
CLUSTER,Kushak Nallah,DL1PC5439,433CLUP_C,Lajpat Nagar Ring Road (U02950),77.249504,28.565686,18-12-2021 20:50,42
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Kapil Vihar (DC4309),77.134723,28.699602,18-12-2021 20:50,34
DTC,Narela,DL1PC9223,131UP_P6_D,Old Delhi Railway Station (Fatehpuri) (U02699),77.225222,28.660217,18-12-2021 20:50,8
CLUSTER,BBM2,DL1PD3633,211DOWN_G,East Azad Nagar (U03384),77.283917,28.666167,18-12-2021 20:50,20
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Punjab Khor Village (DC4688),76.9621,28.7734,18-12-2021 20:50,27
CLUSTER,OKHLA,DL1PC6506,717ADOWN_G,Samalkha Crossing (U99912A),77.09342,28.538036,18-12-2021 20:50,16
CLUSTER,Seemapuri,DL1PD3281,932Down_C,Uttri Pitam Pura (U01354),77.138989,28.715019,18-12-2021 20:50,0
DTC,Sarojani Nagar,DL1PC9462,578DOWN_G,Nauroji Nagar (U02131),77.192628,28.569218,18-12-2021 20:50,17
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,PT College Kotla (U02707),77.2263,28.5699,18-12-2021 20:50,23
DTC,Rohini4,DL1PC9588,879BUP_D,Krishna Park (U00742),77.0819,28.6391,18-12-2021 20:49,39
CLUSTER,Rajghat3,DL1PD0899,236DOWN_G,Liberty Cinema (U99836),77.1888,28.6598,18-12-2021 20:49,43
CLUSTER,Seemapuri,DL1PD2224,143UP_G,Anand Vihar ISBT Main Road (DC3612),77.317879,28.64696,18-12-2021 20:49,20
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,DTC Apartments (DC4308),77.134098,28.697529,18-12-2021 20:49,27
CLUSTER,Kushak Nallah,DL1PC0040,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Okhla Tank (U03292),77.276567,28.548017,18-12-2021 20:49,30
CLUSTER,OKHLA,DL1PC6359,TMS(-)_G,Kewal Park (U99775),77.175675,28.709421,18-12-2021 20:49,14
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,Kidwai Nagar (U02417),77.2095,28.5735,18-12-2021 20:49,13
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Punjab Khor Village (DC4687),76.961383,28.77775,18-12-2021 20:49,27
CLUSTER,Kushak Nallah,DL1PC6717,433CLUP_C,P S Parliament / Jantar Mantar (U02492),77.214345,28.625448,18-12-2021 20:49,35
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,East of Kailash C-Block (U03141),77.258033,28.561933,18-12-2021 20:49,34
CLUSTER,Rajghat3,DL1PC3483,165DOWN_D,Yamuna Vihar Brij Puri (U03284),77.275333,28.702667,18-12-2021 20:49,20
DTC,Rohini4,DL1PC9588,879BUP_D,Kangra Niketan (U00722),77.080823,28.634837,18-12-2021 20:49,38
CLUSTER,OKHLA,DL1PC1686,NDLS2_OKHLADEPOT IV CWSII_STL_C,Shivaji Park (U02663),77.224176,28.638735,18-12-2021 20:49,19
CLUSTER,Kair Depot,DL1PD1349,740ADOWN_D,New Surya Kiran Apartments (DC5605),77.304887,28.634444,18-12-2021 20:48,13
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Shastri Nagar Metro Station (U01902),77.181136,28.670231,18-12-2021 20:48,26
CLUSTER,Kushak Nallah,DL1PC5384,433CLUP_C,Badarpur Border (T) (U03556),77.304191,28.490559,18-12-2021 20:48,0
DTC,SUKHDEV VIHAR,DL1PC7925,442DOWN_G,Raj Nagar (U02248),77.2014,28.5695,18-12-2021 20:48,36
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,INA Colony (U02441),77.2102,28.5759,18-12-2021 20:48,39
CLUSTER,Kushak Nallah,DL1PC0040,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Harkesh Nagar (U03323),77.2793,28.543767,18-12-2021 20:48,39
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Sarai Rohilla Govt Qtrs (Rohtak Road) (U01968),77.185334,28.661003,18-12-2021 20:48,6
DTC,Rohini4,DL1PC9588,879BUP_D,District Centre Outer Ring Road (U00729),77.0811,28.6327,18-12-2021 20:48,36
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Batra Hospital / Satya Narayan Mandir (U02957),77.2433,28.5124,18-12-2021 20:48,13
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,SNPD (U03159),77.260617,28.560733,18-12-2021 20:48,26
DTC,Sarojani Nagar,DL1PC9431,544UP_D,R K Puram Sec-3 (U01960),77.1845,28.5567,18-12-2021 20:48,41
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Harsh Vihar (DC4305),77.134546,28.694736,18-12-2021 20:48,32
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Swaran Cinema (U03394),77.285917,28.663502,18-12-2021 20:48,23
CLUSTER,OKHLA,DL1PD1681,NDLS2_OKHLADEPOT IV CWSII_STL_C,Okhla Ph-I (U03297),77.2777,28.5203,18-12-2021 20:48,34
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Shastri Nagar E Block (U01834),77.176283,28.671267,18-12-2021 20:48,32
DTC,AND,DL1PC7032,680DOWN_D,Pushp Vihar (U02762),77.230317,28.5247,18-12-2021 20:48,26
CLUSTER,Kushak Nallah,DL1PC6131,418ADOWN_C,Madanpur Khadar Crossing (U03421),77.287941,28.529508,18-12-2021 20:47,38
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Divya Dham Ashram (DC4685),76.962731,28.788222,18-12-2021 20:47,41
DTC,SUKHDEV VIHAR,DL1PC7925,442DOWN_G,SJ Hospital (U02309),77.204517,28.569483,18-12-2021 20:47,11
CLUSTER,Kair Depot,DL1PD0698,UTTAMNAGAR(T)_KAIR_STL_C,Uttam Nagar Terminal(U00600) (U00600),77.066948,28.625329,18-12-2021 20:47,0
DTC,Sarojani Nagar,DL1PC9426,578DOWN_G,BDO Office Roshan Pura (U00251),76.988759,28.600874,18-12-2021 20:47,0
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Lok Vihar (DC4304),77.134923,28.692995,18-12-2021 20:47,11
CLUSTER,OKHLA,DL1PC6359,TMS(-)_G,Azadpur Terminal (U01855),77.177858,28.707944,18-12-2021 20:47,0
CLUSTER,Kushak Nallah,DL1PC6717,433CLUP_C,Palika Kendra (U03991A),77.216783,28.628567,18-12-2021 20:47,28
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Shastri Nagar Shiv Mandir (U01788),77.1732,28.6717,18-12-2021 20:47,32
CLUSTER,Rajghat3,DL1PD0899,236DOWN_G,Sarai Rohilla (U01937),77.182156,28.662689,18-12-2021 20:47,30
DTC,WAZIRPUR,DL1PC7733,114DOWN_P20_D,Jat Khor Crossing (DC4903),76.962747,28.790469,18-12-2021 20:47,46
CLUSTER,Rajghat3,DL1PC3483,165DOWN_D,B-Block Yamuna Vihar (U03246),77.270033,28.703117,18-12-2021 20:47,22
CLUSTER,Kushak Nallah,DL1PC6131,418ADOWN_C,Sarita Vihar (U03398),77.286917,28.53205,18-12-2021 20:47,18
CLUSTER,Kair Depot,DL1PD1349,740ADOWN_D,Balco Apartment (U03588),77.3067,28.6299,18-12-2021 20:47,25
CLUSTER,Kushak Nallah,DL1PC0040,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Apollo Hospital (U03351),77.2825,28.5396,18-12-2021 20:47,18
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Andrews Ganj (U02774),77.229627,28.566027,18-12-2021 20:47,26
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Vayu Sena Bad (Tigri) (U02888),77.2389,28.5129,18-12-2021 20:47,31
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,SJ Airport (U02475),77.2126,28.5841,18-12-2021 20:47,19
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Laghu Udyog Sansthan(ModiMill) (U03195),77.265167,28.555533,18-12-2021 20:46,32
DTC,Sarojani Nagar,DL1PC9462,578DOWN_G,SJ Hospital (U02309),77.204517,28.569483,18-12-2021 20:46,20
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Inderlok Metro Station (U01732),77.169483,28.673217,18-12-2021 20:46,33
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,SJ Madrasa (U02480),77.212767,28.586683,18-12-2021 20:46,39
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,NSIC (U03196),77.265133,28.553683,18-12-2021 20:46,41
CLUSTER,Kair Depot,DL1PD1349,740ADOWN_D,Vijaya Laxmi Apartment (U40001A),77.3089,28.6288,18-12-2021 20:46,26
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Chander Lok (DC4301),77.135279,28.688635,18-12-2021 20:46,31
CLUSTER,OKHLA,DL1PC6506,717ADOWN_G,Samalkha Village (U00834),77.090227,28.534241,18-12-2021 20:46,27
DTC,SUKHDEV VIHAR,DL1PC7925,442DOWN_G,AIIMS (U02487),77.213199,28.568921,18-12-2021 20:46,29
DTC,Sarojani Nagar,DL1PC9431,544UP_D,R K Puram Sec-2 (U02019),77.188233,28.561567,18-12-2021 20:46,6
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,NSIC (U03183),77.264157,28.552086,18-12-2021 20:46,35
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Liberty Cinema (U99836),77.1888,28.6598,18-12-2021 20:46,23
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Kalkaji Mandir (U03180),77.263849,28.551166,18-12-2021 20:45,38
CLUSTER,OKHLA,DL1PD1681,NDLS2_OKHLADEPOT IV CWSII_STL_C,Bank (DC0137),77.2736,28.5261,18-12-2021 20:45,5
DTC,VVD,DL1PC8593,523DOWN_D,MMTC / Adhchini Village (DC5149),77.196849,28.535351,18-12-2021 20:45,25
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Krishna Nagar A Block (U03404),77.2878,28.661,18-12-2021 20:45,29
CLUSTER,OKHLA,DL1PC6493,717ADOWN_G,Khanpur Extension / Devli Xing (U02834),77.2344,28.514,18-12-2021 20:45,7
CLUSTER,Kair Depot,DL1PD1349,740ADOWN_D,Parivar Apartment (U03609S),77.30935,28.62675,18-12-2021 20:45,29
DTC,Sarojani Nagar,DL1PC9426,578DOWN_G,Deenpur Village (U00263),76.992,28.5933,18-12-2021 20:45,15
CLUSTER,Kushak Nallah,DL1PC6131,418ADOWN_C,Apollo Hospital (U03351),77.2825,28.5396,18-12-2021 20:45,21
DTC,BBM DTC,DL1PC8232,182ADOWN_G,Nityanand Marg (DC0030),77.225091,28.668342,18-12-2021 20:45,6
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Gupta Market (U03997A),77.239667,28.56485,18-12-2021 20:45,33
DTC,SUKHDEV VIHAR,DL1PC7925,442DOWN_G,South Extension (U02556),77.217614,28.568941,18-12-2021 20:45,25
CLUSTER,Kushak Nallah,DL1PC0040,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Sarita Vihar (U03398),77.286917,28.53205,18-12-2021 20:45,32
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Road No-44 Crossing (DC4300),77.135974,28.686086,18-12-2021 20:45,40
CLUSTER,OKHLA,DL1PD1681,NDLS2_OKHLADEPOT IV CWSII_STL_C,CRPF Camp / Crown Plaza (DC0136),77.272383,28.527867,18-12-2021 20:45,27
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Gupta Market (U02941),77.241433,28.564833,18-12-2021 20:45,38
CLUSTER,Sunehari Pullah,DL1PD3382,727UP_G,RK Puram Sec-1 (U01859),77.1785,28.5642,18-12-2021 20:45,0
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Kalkaji Mandir (U03180),77.263849,28.551166,18-12-2021 20:45,34
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Ram Jas Road (DC3657),77.191289,28.658993,18-12-2021 20:44,36
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,Kalkaji Mandir (U03181),77.2645,28.55205,18-12-2021 20:44,33
DTC,Sarojani Nagar,DL1PC9431,544UP_D,Mohammad Pur (DTC1490),77.189004,28.564561,18-12-2021 20:44,26
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,JJ Colony Wazir Pur (U01694),77.166517,28.679033,18-12-2021 20:44,28
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Mahindra Park Road No-44 (DC4298),77.136129,28.684076,18-12-2021 20:44,15
DTC,Rohini2,DL1PC9651,954DOWN_D,New Multan Nagar (U01035),77.1116,28.67755,18-12-2021 20:44,28
CLUSTER,Kushak Nallah,DL1PC0040,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Madanpur Khadar Crossing (U03421),77.287941,28.529508,18-12-2021 20:44,26
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Hans Apartment (U03430),77.29,28.6582,18-12-2021 20:44,43
CLUSTER,Kushak Nallah,DL1PC5496,479A_DOWN_C,NSIC (U03196),77.265133,28.553683,18-12-2021 20:44,33
CLUSTER,Kushak Nallah,DL1PC6717,433CLUP_C,Super Bazar (U02634),77.22305,28.632583,18-12-2021 20:44,15
DTC,BBM DTC,DL1PC8232,182ADOWN_G,Nityanand Marg (DC0030),77.225091,28.668342,18-12-2021 20:44,25
CLUSTER,Seemapuri,DL1PD3128,88ADOWN_C,Kanhaiya Nagar (U01673),77.165533,28.6812,18-12-2021 20:44,25
DTC,VVD,DL1PC8593,523DOWN_D,NCERT (DC4603),77.193833,28.537767,18-12-2021 20:44,49
CLUSTER,OKHLA,DL1PC6359,TMS(-)_G,Azadpur Metro Station (U01903),77.180277,28.70742,18-12-2021 20:44,19
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Arjun Nagar (U03444),77.2915,28.6564,18-12-2021 20:44,19
CLUSTER,Kushak Nallah,DL1PD0039,BADARPUR BORDER_KUSHAK NALLAH_STL_C,Lajpat Nagar Ring Road (U03024),77.247779,28.565297,18-12-2021 20:44,35
CLUSTER,Kair Depot,DL1PD1349,740ADOWN_D,Ras Vihar (U03570),77.3051,28.6253,18-12-2021 20:43,34
CLUSTER,Kushak Nallah,DL1PC5382,429UP_G,Defence Colony (Lajpat Nagar Mtr Stn) (U02880),77.237783,28.573217,18-12-2021 20:43,31
CLUSTER,Kushak Nallah,DL1PC6131,418ADOWN_C,Harkesh Nagar (U03323),77.2793,28.543767,18-12-2021 20:43,35
CLUSTER,OKHLA,DL1PD0241,NDLS2_OKHLADEPOT IV CWSII_STL_C,Tughlaq Crescent (U99871),77.212,28.5949,18-12-2021 20:43,38
CLUSTER,Dichaone Kalan Cluster,DL1PD2454,891DOWN_G,Rajdhani Enclave / Mahindra Park (DC4296),77.136724,28.68344,18-12-2021 20:43,0
