ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,LAST POI DETAIL,FENSE BREAKING LONGITUDE,FENSE BREAKING LATITUDE,FENSE BREAKING TIME,SPEED WITH TIME STAMP,RETURN TO FENSE WITH TIME STAMP
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 10:47:30,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 10:47:30,0.0,2021-12-19 10:54:55
TEHKHAND ,TEHKHAND,DL1PC7794,,Prem Nagar (U03331),77.357597,28.592501,2021-12-19 10:46:57,26.0,2021-12-19 10:46:59
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510201,2021-12-19 10:46:20,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510201,2021-12-19 10:46:20,0.0,2021-12-19 10:46:38
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510201,2021-12-19 10:46:20,0.0,2021-12-19 10:46:38
TEHKHAND ,TEHKHAND,DL1PC8058,,Hamdard Nagar / Sangam Vihar (U03036),77.304001,28.490499,2021-12-19 10:44:47,0.0,
TEHKHAND ,TEHKHAND,DL1PC8058,,Hamdard Nagar / Sangam Vihar (U03036),77.304001,28.490499,2021-12-19 10:44:47,0.0,
TEHKHAND ,TEHKHAND,DL1PC8058,,Hamdard Nagar / Sangam Vihar (U03036),77.304001,28.490499,2021-12-19 10:44:47,0.0,2021-12-19 10:45:11
TEHKHAND ,TEHKHAND,DL1PC8058,,Hamdard Nagar / Sangam Vihar (U03036),77.304001,28.490499,2021-12-19 10:44:47,0.0,
TEHKHAND ,TEHKHAND,DL1PC8058,,Hamdard Nagar / Sangam Vihar (U03036),77.304001,28.490499,2021-12-19 10:44:47,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 10:44:16,0.0,2021-12-19 10:44:32
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 10:44:16,0.0,2021-12-19 10:44:32
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.223602,28.6451,2021-12-19 10:44:01,18.0,
RAJGHAT -III,Rajghat3,DL1PC6607,,Delhi University (U02531),77.214996,28.681,2021-12-19 10:43:34,30.0,2021-12-19 10:43:51
RAJGHAT -III,Rajghat3,DL1PD1569,,Anand Vihar ISBT Terminal (U03656),77.3181,28.649799,2021-12-19 10:43:25,9.0,
RAJGHAT -III,Rajghat3,DL1PD1569,,Anand Vihar ISBT Terminal (U03656),77.3181,28.649799,2021-12-19 10:43:25,9.0,
RAJGHAT -III,Rajghat3,DL1PD1569,,Anand Vihar ISBT Terminal (U03656),77.3181,28.649799,2021-12-19 10:43:25,9.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510099,2021-12-19 10:42:43,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510099,2021-12-19 10:42:43,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510099,2021-12-19 10:42:43,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510099,2021-12-19 10:42:43,0.0,
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314697,28.6469,2021-12-19 10:42:16,0.0,2021-12-19 10:42:45
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314697,28.6469,2021-12-19 10:42:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314697,28.6469,2021-12-19 10:42:16,0.0,2021-12-19 10:42:45
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314697,28.6469,2021-12-19 10:42:16,0.0,2021-12-19 10:42:45
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314697,28.6469,2021-12-19 10:42:16,0.0,2021-12-19 10:42:45
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314697,28.6469,2021-12-19 10:42:16,0.0,2021-12-19 10:42:45
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314697,28.6469,2021-12-19 10:42:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314598,28.646799,2021-12-19 10:42:05,6.0,2021-12-19 10:42:12
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314598,28.646799,2021-12-19 10:42:05,6.0,2021-12-19 10:42:12
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314598,28.646799,2021-12-19 10:42:05,6.0,2021-12-19 10:42:12
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314598,28.646799,2021-12-19 10:42:05,6.0,
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314598,28.646799,2021-12-19 10:42:05,6.0,2021-12-19 10:42:12
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314598,28.646799,2021-12-19 10:42:05,6.0,2021-12-19 10:42:12
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314598,28.646799,2021-12-19 10:42:05,6.0,2021-12-19 10:42:12
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.225502,28.5683,2021-12-19 10:42:01,27.0,2021-12-19 11:01:22
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.225502,28.5683,2021-12-19 10:42:01,27.0,
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.225502,28.5683,2021-12-19 10:42:01,27.0,
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.225502,28.5683,2021-12-19 10:42:01,27.0,
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.225502,28.5683,2021-12-19 10:42:01,27.0,
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.225502,28.5683,2021-12-19 10:42:01,27.0,2021-12-19 11:01:22
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.234901,28.641199,2021-12-19 10:41:50,36.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.234901,28.641199,2021-12-19 10:41:50,36.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.234901,28.641199,2021-12-19 10:41:50,36.0,
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.319504,28.615299,2021-12-19 10:41:28,5.0,
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.319504,28.615299,2021-12-19 10:41:28,5.0,2021-12-19 10:41:32
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.232399,28.6418,2021-12-19 10:41:13,22.0,2021-12-19 10:41:15
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.232399,28.6418,2021-12-19 10:41:13,22.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.232399,28.6418,2021-12-19 10:41:13,22.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.232399,28.6418,2021-12-19 10:41:13,22.0,2021-12-19 10:41:15
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,2021-12-19 10:42:29
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,2021-12-19 10:42:29
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,2021-12-19 10:42:29
RAJGHAT-1,RAJGHAT1,DL1PC7993,,,77.3386,28.6164,2021-12-19 10:40:51,20.0,2021-12-19 10:42:29
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,2021-12-19 10:53:11
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,2021-12-19 10:53:11
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,2021-12-19 10:53:11
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,2021-12-19 10:53:11
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,2021-12-19 10:53:11
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.0541,28.682199,2021-12-19 10:40:46,14.0,
TEHKHAND ,TEHKHAND,DL1PC7812,,Kalkaji Mandir (U03181),77.197899,28.623501,2021-12-19 10:40:27,13.0,
TEHKHAND ,TEHKHAND,DL1PC7812,,Kalkaji Mandir (U03181),77.197899,28.623501,2021-12-19 10:40:27,13.0,
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.155197,28.734501,2021-12-19 10:40:24,13.0,
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.155197,28.734501,2021-12-19 10:40:24,13.0,
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.155197,28.734501,2021-12-19 10:40:24,13.0,
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.155197,28.734501,2021-12-19 10:40:24,13.0,
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.155197,28.734501,2021-12-19 10:40:24,13.0,
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314903,28.646299,2021-12-19 10:39:56,0.0,2021-12-19 10:40:15
RAJGHAT -III,Rajghat3,DL1PD0092,,Jhilmil Crossing / Dilshad Garden GT Road (DC3775),77.314903,28.646299,2021-12-19 10:39:56,0.0,2021-12-19 10:40:15
TEHKHAND ,TEHKHAND,DL1PC7776,,Tehkhand Depot DTC (U99679Z),77.215302,28.5277,2021-12-19 10:39:52,36.0,
TEHKHAND ,TEHKHAND,DL1PC7609,,Tehkhand Depot DTC (U99679Z),77.300697,28.5002,2021-12-19 10:39:52,30.0,
TEHKHAND ,TEHKHAND,DL1PC7609,,Tehkhand Depot DTC (U99679Z),77.300697,28.5002,2021-12-19 10:39:52,30.0,2021-12-19 10:39:52
TEHKHAND ,TEHKHAND,DL1PC7609,,Tehkhand Depot DTC (U99679Z),77.300697,28.5002,2021-12-19 10:39:52,30.0,2021-12-19 10:39:52
TEHKHAND ,TEHKHAND,DL1PC7609,,Tehkhand Depot DTC (U99679Z),77.300697,28.5002,2021-12-19 10:39:52,30.0,2021-12-19 10:39:52
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2528,28.638399,2021-12-19 10:39:38,23.0,
RAJGHAT -III,Rajghat3,DL1PC6628,,Ambedkar Nagar Terminal (U02717),77.146599,28.6374,2021-12-19 10:39:34,0.0,2021-12-19 10:41:39
TEHKHAND ,TEHKHAND,DL1PC7776,,Tehkhand Depot DTC (U99679Z),77.216499,28.5238,2021-12-19 10:39:07,11.0,
RAJGHAT-1,RAJGHAT1,DL1PC3122,,Super Bazar (U02634),77.322998,28.6761,2021-12-19 10:38:56,16.0,2021-12-19 10:38:58
RAJGHAT-1,RAJGHAT1,DL1PC3122,,Super Bazar (U02634),77.322998,28.6761,2021-12-19 10:38:56,16.0,
RAJGHAT-1,RAJGHAT1,DL1PC3122,,Super Bazar (U02634),77.322998,28.6761,2021-12-19 10:38:56,16.0,
RAJGHAT-1,RAJGHAT1,DL1PC3122,,Super Bazar (U02634),77.322998,28.6761,2021-12-19 10:38:56,16.0,2021-12-19 10:38:58
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.082199,28.5215,2021-12-19 10:38:53,30.0,2021-12-19 10:39:59
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.082199,28.5215,2021-12-19 10:38:53,30.0,2021-12-19 10:39:59
RAJGHAT-1,RAJGHAT1,DL1PC3102,,,77.221001,28.6614,2021-12-19 10:38:47,15.0,2021-12-19 10:38:49
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.053902,28.6821,2021-12-19 10:38:45,17.0,2021-12-19 10:40:33
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.053902,28.6821,2021-12-19 10:38:45,17.0,
RAJGHAT -III,Rajghat3,DL1PD4191,,Qamruddin Nagar Terminal (U00511),77.053902,28.6821,2021-12-19 10:38:45,17.0,2021-12-19 10:40:33
RAJGHAT -III,Rajghat3,DL1PD4191,,Nangloi JJ Colony Lokesh Cinema (U00593),77.055496,28.6821,2021-12-19 10:38:10,17.0,2021-12-19 10:38:38
RAJGHAT -III,Rajghat3,DL1PD4191,,Nangloi JJ Colony Lokesh Cinema (U00593),77.055496,28.6821,2021-12-19 10:38:10,17.0,
RAJGHAT -III,Rajghat3,DL1PD4191,,Nangloi JJ Colony Lokesh Cinema (U00593),77.055496,28.6821,2021-12-19 10:38:10,17.0,2021-12-19 10:40:33
RAJGHAT -III,Rajghat3,DL1PD4191,,Nangloi JJ Colony Lokesh Cinema (U00593),77.055496,28.6821,2021-12-19 10:38:10,17.0,2021-12-19 10:40:33
RAJGHAT -III,Rajghat3,DL1PD4191,,Nangloi JJ Colony Lokesh Cinema (U00593),77.055496,28.6821,2021-12-19 10:38:10,17.0,2021-12-19 10:40:33
RAJGHAT -III,Rajghat3,DL1PD4191,,Nangloi JJ Colony Lokesh Cinema (U00593),77.055496,28.6821,2021-12-19 10:38:10,17.0,2021-12-19 10:40:33
RAJGHAT-1,RAJGHAT1,DL1PC3085,,ISBT Bridge (DC3575),77.082199,28.5217,2021-12-19 10:38:04,0.0,2021-12-19 11:00:06
TEHKHAND ,TEHKHAND,DL1PC7776,,Tehkhand Depot DTC (U99679Z),77.216202,28.5214,2021-12-19 10:37:38,32.0,
RAJGHAT -III,Rajghat3,DL1PD1449,,TELCO Gazipur (U03651),77.314697,28.646099,2021-12-19 10:36:58,0.0,2021-12-19 10:51:27
RAJGHAT -III,Rajghat3,DL1PD1449,,TELCO Gazipur (U03651),77.314697,28.646099,2021-12-19 10:36:58,0.0,2021-12-19 11:01:39
RAJGHAT-1,RAJGHAT1,DL1PC3174,,Jama Masjid (U02879),77.227501,28.6682,2021-12-19 10:36:55,20.0,2021-12-19 11:20:16
RAJGHAT-1,RAJGHAT1,DL1PC3174,,Jama Masjid (U02879),77.227501,28.6682,2021-12-19 10:36:55,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC3174,,Jama Masjid (U02879),77.227501,28.6682,2021-12-19 10:36:55,20.0,
RAJGHAT -III,Rajghat3,DL1PD4291,,Ordinance Depot (U01084),77.091797,28.680401,2021-12-19 10:36:55,17.0,
RAJGHAT -III,Rajghat3,DL1PD4291,,Ordinance Depot (U01084),77.091797,28.680401,2021-12-19 10:36:55,17.0,2021-12-19 10:37:01
RAJGHAT -III,Rajghat3,DL1PD4291,,Ordinance Depot (U01084),77.091797,28.680401,2021-12-19 10:36:55,17.0,2021-12-19 10:37:01
RAJGHAT -III,Rajghat3,DL1PD4291,,Ordinance Depot (U01084),77.091797,28.680401,2021-12-19 10:36:55,17.0,
RAJGHAT -III,Rajghat3,DL1PD4291,,Ordinance Depot (U01084),77.091797,28.680401,2021-12-19 10:36:55,17.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.276901,28.505501,2021-12-19 10:36:54,27.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.276901,28.505501,2021-12-19 10:36:54,27.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.276901,28.505501,2021-12-19 10:36:54,27.0,2021-12-19 10:37:24
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.300598,28.5002,2021-12-19 10:36:15,34.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.300598,28.5002,2021-12-19 10:36:15,34.0,2021-12-19 10:36:17
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.300598,28.5002,2021-12-19 10:36:15,34.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.300598,28.5002,2021-12-19 10:36:15,34.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.300598,28.5002,2021-12-19 10:36:15,34.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.300598,28.5002,2021-12-19 10:36:15,34.0,2021-12-19 10:36:17
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.300598,28.5002,2021-12-19 10:36:15,34.0,
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.248299,28.629299,2021-12-19 10:35:59,37.0,
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.248299,28.629299,2021-12-19 10:35:59,37.0,2021-12-19 10:36:14
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.248299,28.629299,2021-12-19 10:35:59,37.0,2021-12-19 10:51:14
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.248299,28.629299,2021-12-19 10:35:59,37.0,2021-12-19 10:51:14
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.248299,28.629299,2021-12-19 10:35:59,37.0,2021-12-19 10:51:14
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.2472,28.6301,2021-12-19 10:35:44,41.0,2021-12-19 10:35:57
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.2472,28.6301,2021-12-19 10:35:44,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.2472,28.6301,2021-12-19 10:35:44,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.2472,28.6301,2021-12-19 10:35:44,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.2472,28.6301,2021-12-19 10:35:44,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC3197,,JLN Marg (U02744),77.2472,28.6301,2021-12-19 10:35:44,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.250099,28.639,2021-12-19 10:35:25,31.0,
TEHKHAND ,TEHKHAND,DL1PC7611,,Prehlad Pur (U03466),77.303001,28.493799,2021-12-19 10:34:56,22.0,
TEHKHAND ,TEHKHAND,DL1PC7611,,Prehlad Pur (U03466),77.303001,28.493799,2021-12-19 10:34:56,22.0,
TEHKHAND ,TEHKHAND,DL1PC7611,,Prehlad Pur (U03466),77.303001,28.493799,2021-12-19 10:34:56,22.0,
TEHKHAND ,TEHKHAND,DL1PC7611,,Prehlad Pur (U03466),77.303001,28.493799,2021-12-19 10:34:56,22.0,
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.252701,28.638399,2021-12-19 10:34:30,13.0,2021-12-19 10:35:30
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.251099,28.5623,2021-12-19 10:33:37,0.0,
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.251099,28.5623,2021-12-19 10:33:37,0.0,2021-12-19 10:34:08
TEHKHAND ,TEHKHAND,DL1PC7600,,INA Colony (U02441),77.251099,28.5623,2021-12-19 10:33:37,0.0,2021-12-19 10:34:08
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510099,2021-12-19 10:33:24,7.0,
RAJGHAT -III,Rajghat3,DL1PC6619,,NSIC (U03196),77.314903,28.645901,2021-12-19 10:33:19,0.0,
RAJGHAT -III,Rajghat3,DL1PC6619,,NSIC (U03196),77.314903,28.645901,2021-12-19 10:33:19,0.0,
RAJGHAT -III,Rajghat3,DL1PC6619,,NSIC (U03196),77.314903,28.645901,2021-12-19 10:33:19,0.0,
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,2021-12-19 10:33:21
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,
RAJGHAT -III,Rajghat3,DL1PD0302,,Punjabi Bagh Terminal (U01330),77.308502,28.6299,2021-12-19 10:33:18,9.0,
RAJGHAT-1,RAJGHAT1,DL1PC3122,,Super Bazar (U02634),77.331001,28.686199,2021-12-19 10:32:56,5.0,
RAJGHAT-1,RAJGHAT1,DL1PC3122,,Super Bazar (U02634),77.331001,28.686199,2021-12-19 10:32:56,5.0,
RAJGHAT-1,RAJGHAT1,DL1PC3122,,Super Bazar (U02634),77.331001,28.686199,2021-12-19 10:32:56,5.0,
RAJGHAT -III,Rajghat3,DL1PC6629,,Rajghat Cluster Depot (DC3811),77.322701,28.676701,2021-12-19 10:32:47,7.0,2021-12-19 10:32:48
RAJGHAT -III,Rajghat3,DL1PC6629,,Rajghat Cluster Depot (DC3811),77.322701,28.676701,2021-12-19 10:32:47,7.0,2021-12-19 10:32:48
RAJGHAT -III,Rajghat3,DL1PC6629,,Rajghat Cluster Depot (DC3811),77.322701,28.676701,2021-12-19 10:32:47,7.0,
RAJGHAT -III,Rajghat3,DL1PC6629,,Rajghat Cluster Depot (DC3811),77.322701,28.676701,2021-12-19 10:32:47,7.0,2021-12-19 10:32:48
RAJGHAT -III,Rajghat3,DL1PC6629,,Rajghat Cluster Depot (DC3811),77.322701,28.676701,2021-12-19 10:32:47,7.0,
RAJGHAT -III,Rajghat3,DL1PC6607,,Gurudwara Nanak Sar Crossing (Signature Bridge) (DC4796),77.227203,28.704399,2021-12-19 10:32:26,33.0,
TEHKHAND ,TEHKHAND,DL1PC7794,,Prem Nagar (U03331),77.322701,28.5737,2021-12-19 10:32:20,22.0,2021-12-19 10:32:25
RAJGHAT-1,RAJGHAT1,DL1PC9846,,DTC Rajghat Depot (DC3889),77.229401,28.666599,2021-12-19 10:32:17,8.0,
RAJGHAT-1,RAJGHAT1,DL1PC9846,,DTC Rajghat Depot (DC3889),77.229401,28.666599,2021-12-19 10:32:17,8.0,
RAJGHAT-1,RAJGHAT1,DL1PC9846,,DTC Rajghat Depot (DC3889),77.229401,28.666599,2021-12-19 10:32:17,8.0,
RAJGHAT-1,RAJGHAT1,DL1PC9846,,DTC Rajghat Depot (DC3889),77.229401,28.666599,2021-12-19 10:32:17,8.0,
RAJGHAT-1,RAJGHAT1,DL1PC9846,,DTC Rajghat Depot (DC3889),77.229401,28.666599,2021-12-19 10:32:17,8.0,
RAJGHAT -III,Rajghat3,DL1PC6607,,Gurudwara Nanak Sar Crossing (Signature Bridge) (DC4796),77.228699,28.704399,2021-12-19 10:32:07,34.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.251602,28.5119,2021-12-19 10:31:51,0.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.251602,28.5119,2021-12-19 10:31:51,0.0,
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.249298,28.627899,2021-12-19 10:31:38,15.0,2021-12-19 10:31:44
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.249298,28.627899,2021-12-19 10:31:38,15.0,
RAJGHAT -III,Rajghat3,DL1PC6607,,Gurudwara Nanak Sar Crossing (Signature Bridge) (DC4796),77.230698,28.7062,2021-12-19 10:31:37,37.0,2021-12-19 10:32:30
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.1092,28.5345,2021-12-19 10:31:24,19.0,2021-12-19 10:31:30
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.1092,28.5345,2021-12-19 10:31:24,19.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281197,28.51,2021-12-19 10:31:20,0.0,2021-12-19 10:36:33
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281197,28.51,2021-12-19 10:31:20,0.0,2021-12-19 10:36:33
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510099,2021-12-19 10:31:07,0.0,2021-12-19 10:31:08
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281303,28.510201,2021-12-19 10:30:57,0.0,2021-12-19 10:31:04
TEHKHAND ,TEHKHAND,DL1PC7812,,Kalkaji Mandir (U03181),77.227501,28.611,2021-12-19 10:30:53,40.0,
