ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,LAST POI DETAIL,FENSE BREAKING LONGITUDE,FENSE BREAKING LATITUDE,FENSE BREAKING TIME,SPEED WITH TIME STAMP,RETURN TO FENSE WITH TIME STAMP
RAJGHAT-1,RAJGHAT1,DL1PC3281,,Delhi Public School (U99968),77.246498,28.6598,2021-12-18 23:42:05,22.0,2021-12-18 23:51:27
RAJGHAT-1,RAJGHAT1,DL1PC3281,,Delhi Public School (U99968),77.246498,28.6598,2021-12-18 23:42:05,22.0,2021-12-18 23:51:27
RAJGHAT -III,Rajghat3,DL1PD1449,,Maharaj Pur Check Post (U03683),77.253304,28.6423,2021-12-18 23:42:01,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0899,,Jhilmil Xing (U03695),77.253304,28.6422,2021-12-18 23:41:56,0.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:41:55
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:41:55
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:41:55
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:41:55
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:41:55
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:41:55
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:41:55
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,
RAJGHAT -III,Rajghat3,DL1PD0292,,Ram Prastha Crossing (U03712),77.247101,28.635099,2021-12-18 23:41:45,33.0,2021-12-18 23:42:58
RAJGHAT-1,RAJGHAT1,DL1PC3315,,Delhi Gate (U02885),77.256401,28.640499,2021-12-18 23:41:41,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC3315,,Delhi Gate (U02885),77.256401,28.640499,2021-12-18 23:41:41,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC3315,,Delhi Gate (U02885),77.256401,28.640499,2021-12-18 23:41:41,20.0,2021-12-19 01:13:30
RAJGHAT-1,RAJGHAT1,DL1PC3315,,Delhi Gate (U02885),77.256401,28.640499,2021-12-18 23:41:41,20.0,2021-12-19 01:13:30
RAJGHAT-1,RAJGHAT1,DL1PC3315,,Delhi Gate (U02885),77.256401,28.640499,2021-12-18 23:41:41,20.0,
RAJGHAT-1,RAJGHAT1,DL1PC3315,,Delhi Gate (U02885),77.256401,28.640499,2021-12-18 23:41:41,20.0,2021-12-19 01:13:30
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2369,28.657101,2021-12-18 23:41:31,45.0,2021-12-18 23:41:33
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2369,28.657101,2021-12-18 23:41:31,45.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2369,28.657101,2021-12-18 23:41:31,45.0,2021-12-18 23:41:33
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2369,28.657101,2021-12-18 23:41:31,45.0,2021-12-18 23:41:33
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2369,28.657101,2021-12-18 23:41:31,45.0,2021-12-18 23:41:33
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2369,28.657101,2021-12-18 23:41:31,45.0,2021-12-18 23:45:01
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2369,28.657101,2021-12-18 23:41:31,45.0,2021-12-18 23:45:01
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,2021-12-18 23:41:35
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,2021-12-18 23:41:35
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,2021-12-18 23:41:35
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,2021-12-18 23:41:35
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,2021-12-18 23:41:35
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,2021-12-18 23:41:35
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.239502,28.6404,2021-12-18 23:41:11,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3174,,Jama Masjid (U02879),77.256302,28.6402,2021-12-18 23:40:50,15.0,2021-12-19 08:05:58
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,2021-12-18 23:40:33
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,2021-12-18 23:40:33
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,2021-12-18 23:40:33
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,2021-12-18 23:40:33
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,2021-12-18 23:40:33
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,2021-12-19 00:35:45
TEHKHAND ,TEHKHAND,DL1PC8069,,,77.278297,28.506001,2021-12-18 23:40:31,19.0,2021-12-18 23:40:33
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7761,,Batra Hospital (Satya Narayan Mandir) (U02960),77.282303,28.5105,2021-12-18 23:40:25,0.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,2021-12-18 23:40:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,2021-12-18 23:40:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,2021-12-18 23:40:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.235001,28.641199,2021-12-18 23:40:21,50.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,2021-12-18 23:40:36
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275299,28.628799,2021-12-18 23:40:21,29.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.234299,28.641399,2021-12-18 23:40:15,41.0,2021-12-18 23:40:17
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,2021-12-18 23:40:17
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,2021-12-18 23:40:17
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.275803,28.6292,2021-12-18 23:40:15,25.0,
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,2021-12-19 07:00:43
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,
RAJGHAT -III,Rajghat3,DL1PD1587,,Maharaj Pur Check Post (U03683),77.252403,28.643999,2021-12-18 23:40:08,21.0,
RAJGHAT-1,RAJGHAT1,DL1PC9971,,,77.256401,28.6402,2021-12-18 23:40:08,8.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.232399,28.6418,2021-12-18 23:39:36,17.0,2021-12-18 23:39:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.232399,28.6418,2021-12-18 23:39:36,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.232399,28.6418,2021-12-18 23:39:36,17.0,2021-12-18 23:39:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.232399,28.6418,2021-12-18 23:39:36,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.232399,28.6418,2021-12-18 23:39:36,17.0,2021-12-18 23:39:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.232399,28.6418,2021-12-18 23:39:36,17.0,2021-12-18 23:39:36
RAJGHAT-1,RAJGHAT1,DL1PC9888,,Delhi Secretariat (U03055),77.232399,28.6418,2021-12-18 23:39:36,17.0,2021-12-18 23:39:36
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
